id,p
0,0.000000
1,0.728466
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.809604
7,0.038513
8,0.000000
9,0.000003
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.038513
15,0.000000
16,0.000000
17,0.038513
18,0.000000
19,0.087031
20,0.000050
21,0.809604
22,0.000000
23,0.000000
24,0.038513
25,0.000000
26,0.728466
27,0.000050
28,0.013203
29,0.013203
30,0.000000
31,0.013203
32,0.002759
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000003
38,0.013203
39,0.000000
40,0.000000
41,0.000000
42,0.000050
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.972668
49,0.002759
50,0.000000
51,0.013203
52,0.013203
53,0.000000
54,0.000000
55,1.000000
56,0.000000
57,0.013203
58,0.013203
59,0.002759
60,0.002759
61,0.000003
62,0.000000
63,0.000000
64,0.038513
65,0.728466
66,0.000003
67,0.000000
68,0.222606
69,0.000000
70,0.013203
71,0.000000
72,0.000000
73,0.000000
74,0.013203
75,0.000000
76,0.038513
77,0.000000
78,0.809604
79,0.002759
80,0.000000
81,0.728466
82,0.038513
83,0.013203
84,0.013203
85,0.000000
86,0.000000
87,0.000000
88,0.013203
89,0.000050
90,0.000000
91,0.000003
92,0.809604
93,0.000000
94,0.000003
95,0.002759
96,0.002759
97,0.002759
98,0.013203
99,0.013203
100,0.013203
101,0.013203
102,0.013203
