id,left,right
0,9,45
1,48,23
2,141,48
3,63,45
4,79,45
5,46,45
6,49,23
7,69,23
8,46,45
9,26,45
10,16,45
11,63,45
12,141,48
13,11,45
14,69,23
15,16,45
16,45,48
17,69,23
18,79,45
19,3,45
20,10,45
21,49,23
22,118,48
23,11,45
24,69,23
25,24,48
26,48,23
27,12,45
28,174,23
29,174,23
30,16,45
31,174,23
32,180,23
33,45,48
34,118,48
35,18,45
36,118,48
37,15,45
38,174,23
39,63,45
40,28,45
41,33,48
42,18,45
43,19,45
44,118,48
45,28,45
46,5,48
47,79,45
48,27,23
49,180,23
50,28,45
51,174,23
52,174,23
53,14,45
54,9,45
55,23,23
56,33,48
57,174,23
58,174,23
59,180,23
60,180,23
61,15,45
62,16,45
63,11,45
64,69,23
65,48,23
66,26,45
67,19,45
68,7,23
69,19,45
70,174,23
71,118,48
72,11,45
73,62,48
74,174,23
75,63,45
76,69,23
77,46,45
78,49,23
79,180,23
80,118,48
81,48,23
82,69,23
83,174,23
84,174,23
85,63,45
86,6,48
87,45,45
88,174,23
89,24,45
90,63,45
91,26,45
92,49,23
93,45,48
94,26,45
95,180,23
96,180,23
97,180,23
98,174,23
99,174,23
100,174,23
101,174,23
102,174,23
