id,distance,n_actions
0,0.030492,2
1,0.020603,3
2,0.051505,2
3,0.102380,3
4,0.128737,3
5,0.041724,3
6,0.053498,3
7,0.028927,3
8,0.025602,2
9,0.021637,2
10,0.039220,3
11,0.045272,3
12,0.054029,3
13,0.023068,2
14,0.078873,2
15,0.050330,2
16,0.055359,3
17,0.053645,2
18,0.033945,2
19,0.053297,3
20,0.022405,2
21,0.020829,2
22,0.131553,3
23,0.027866,2
24,0.014389,2
25,0.027551,3
26,0.031733,2
27,0.116730,3
28,0.020426,3
29,0.092770,3
30,0.114492,3
31,0.041473,2
32,0.114452,3
33,0.045282,2
34,0.143921,3
35,0.043434,3
36,0.053471,3
37,0.083146,3
38,0.085474,3
39,0.014416,2
40,0.053678,3
41,0.056330,2
42,0.069709,2
43,0.108863,3
44,0.047796,2
45,0.077146,2
46,0.033597,2
47,0.053307,3
48,0.118161,3
49,0.016864,2
50,0.028405,3
51,0.050978,3
52,0.063335,2
53,0.055759,2
54,0.083566,2
55,0.073962,2
56,0.062934,2
57,0.029655,3
