id,p
0,0.680160
1,0.422135
2,0.422135
3,0.680160
4,0.545999
5,0.422135
6,0.680160
7,0.680160
8,0.680160
9,0.162432
10,0.162432
11,0.162432
12,0.680160
13,0.545999
14,0.914698
15,0.680160
16,0.162432
17,0.545999
18,0.680160
19,0.545999
20,0.229700
21,0.111816
22,0.680160
23,0.545999
24,0.680160
25,0.315977
26,0.162432
27,0.680160
28,0.545999
29,0.976589
30,0.545999
31,0.545999
32,0.422135
33,0.545999
34,0.680160
35,0.162432
36,0.162432
37,0.680160
38,0.545999
39,0.545999
40,0.545999
41,0.680160
42,0.315977
43,0.422135
44,0.545999
45,0.809983
46,0.680160
47,0.545999
48,0.162432
49,0.680160
50,0.545999
51,0.545999
52,0.545999
53,0.545999
54,0.545999
55,0.422135
56,0.545999
57,0.162432
58,0.545999
59,0.809983
60,0.545999
61,0.914698
62,0.111816
63,0.680160
64,0.680160
65,0.545999
66,0.422135
67,0.680160
68,0.545999
69,0.315977
70,0.545999
71,0.111816
72,0.545999
73,0.111816
74,0.809983
75,0.162432
76,0.162432
77,0.680160
78,0.545999
79,0.545999
80,0.422135
81,0.976589
82,0.545999
83,0.545999
84,0.976589
85,0.111816
86,1.000000
87,0.074948
88,0.545999
89,0.315977
90,0.545999
91,0.315977
92,0.545999
93,0.545999
94,0.545999
95,0.809983
96,0.545999
97,0.048915
98,0.545999
99,0.162432
