time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
0.5, 0.990783, 0.935484, 1.000000, 1.000000, 0.944444, 0.965517, 1.000000, 0.978947, 1.000000, 1.000000, 0.944444, 
31.0, 0.986175, 0.903226, 1.000000, 1.000000, 0.916667, 0.948276, 1.000000, 0.968421, 1.000000, 1.000000, 0.916667, 
32.0, 0.981567, 0.903226, 1.000000, 1.000000, 0.916667, 0.948276, 1.000000, 0.968421, 1.000000, 1.000000, 0.916667, 
60.0, 0.976959, 0.903226, 1.000000, 1.000000, 0.888889, 0.931034, 1.000000, 0.957895, 1.000000, 1.000000, 0.888889, 
61.0, 0.967742, 0.838710, 1.000000, 1.000000, 0.833333, 0.896552, 1.000000, 0.936842, 1.000000, 1.000000, 0.833333, 
153.0, 0.963134, 0.838710, 1.000000, 1.000000, 0.805556, 0.879310, 1.000000, 0.926316, 1.000000, 1.000000, 0.805556, 
174.0, 0.958525, 0.838710, 1.000000, 1.000000, 0.805556, 0.879310, 1.000000, 0.926316, 1.000000, 1.000000, 0.805556, 
273.0, 0.953917, 0.838710, 1.000000, 1.000000, 0.805556, 0.862069, 1.000000, 0.915789, 1.000000, 1.000000, 0.805556, 
277.0, 0.949309, 0.806452, 1.000000, 1.000000, 0.777778, 0.844828, 1.000000, 0.905263, 1.000000, 1.000000, 0.777778, 
362.0, 0.944700, 0.806452, 1.000000, 1.000000, 0.777778, 0.844828, 1.000000, 0.905263, 1.000000, 0.984375, 0.777778, 
365.0, 0.940092, 0.774194, 1.000000, 1.000000, 0.750000, 0.827586, 1.000000, 0.894737, 1.000000, 0.984375, 0.750000, 
499.0, 0.935484, 0.774194, 1.000000, 1.000000, 0.750000, 0.810345, 1.000000, 0.884211, 1.000000, 0.984375, 0.750000, 
517.0, 0.930876, 0.774194, 1.000000, 1.000000, 0.750000, 0.810345, 1.000000, 0.873684, 1.000000, 0.984375, 0.750000, 
518.0, 0.921659, 0.774194, 1.000000, 1.000000, 0.722222, 0.775862, 1.000000, 0.852632, 1.000000, 0.984375, 0.722222, 
547.0, 0.912442, 0.709677, 1.000000, 1.000000, 0.666667, 0.741379, 1.000000, 0.831579, 1.000000, 0.984375, 0.666667, 
566.0, 0.907834, 0.677419, 1.000000, 1.000000, 0.638889, 0.724138, 1.000000, 0.821053, 1.000000, 0.984375, 0.638889, 
638.0, 0.903226, 0.677419, 1.000000, 1.000000, 0.638889, 0.706897, 1.000000, 0.810526, 1.000000, 0.984375, 0.638889, 
760.0, 0.898618, 0.645161, 1.000000, 1.000000, 0.611111, 0.689655, 1.000000, 0.800000, 1.000000, 0.984375, 0.611111, 
791.0, 0.894009, 0.612903, 1.000000, 1.000000, 0.583333, 0.672414, 1.000000, 0.789474, 1.000000, 0.984375, 0.583333, 
792.0, 0.889401, 0.612903, 1.000000, 1.000000, 0.583333, 0.672414, 1.000000, 0.789474, 1.000000, 0.968750, 0.583333, 
809.0, 0.884793, 0.612903, 0.981132, 1.000000, 0.583333, 0.672414, 1.000000, 0.789474, 1.000000, 0.968750, 0.583333, 
822.0, 0.880184, 0.612903, 0.981132, 1.000000, 0.583333, 0.672414, 1.000000, 0.789474, 1.000000, 0.968750, 0.583333, 
845.0, 0.875576, 0.612903, 0.981132, 1.000000, 0.583333, 0.655172, 1.000000, 0.778947, 1.000000, 0.968750, 0.583333, 
1005.0, 0.870968, 0.612903, 0.962264, 0.979167, 0.583333, 0.655172, 0.979167, 0.778947, 0.977778, 0.953125, 0.583333, 
1077.0, 0.866359, 0.612903, 0.962264, 0.979167, 0.583333, 0.655172, 0.979167, 0.778947, 0.977778, 0.953125, 0.583333, 
1125.0, 0.861751, 0.612903, 0.962264, 0.979167, 0.583333, 0.637931, 0.979167, 0.768421, 0.977778, 0.953125, 0.583333, 
1249.0, 0.857143, 0.612903, 0.962264, 0.979167, 0.583333, 0.637931, 0.979167, 0.768421, 0.977778, 0.953125, 0.583333, 
1392.0, 0.852535, 0.612903, 0.962264, 0.979167, 0.583333, 0.637931, 0.979167, 0.757895, 0.977778, 0.953125, 0.583333, 
1434.0, 0.847926, 0.580645, 0.962264, 0.979167, 0.555556, 0.620690, 0.979167, 0.747368, 0.977778, 0.953125, 0.555556, 
1492.0, 0.843318, 0.548387, 0.962264, 0.979167, 0.527778, 0.620690, 0.979167, 0.736842, 0.977778, 0.953125, 0.527778, 
1554.0, 0.838710, 0.548387, 0.962264, 0.979167, 0.527778, 0.620690, 0.979167, 0.736842, 0.977778, 0.953125, 0.527778, 
1673.0, 0.834101, 0.548387, 0.962264, 0.979167, 0.527778, 0.620690, 0.979167, 0.736842, 0.977778, 0.953125, 0.527778, 
1674.0, 0.829493, 0.548387, 0.962264, 0.979167, 0.500000, 0.620690, 0.979167, 0.726316, 0.977778, 0.953125, 0.500000, 
1706.0, 0.820276, 0.548387, 0.962264, 0.979167, 0.500000, 0.620690, 0.979167, 0.715789, 0.977778, 0.953125, 0.500000, 
1766.0, 0.815668, 0.548387, 0.962264, 0.979167, 0.500000, 0.620690, 0.979167, 0.715789, 0.977778, 0.953125, 0.500000, 
1767.0, 0.806452, 0.548387, 0.962264, 0.979167, 0.472222, 0.603448, 0.979167, 0.705263, 0.977778, 0.953125, 0.472222, 
1815.0, 0.801843, 0.516129, 0.962264, 0.979167, 0.472222, 0.603448, 0.979167, 0.694737, 0.977778, 0.953125, 0.472222, 
1826.0, 0.797235, 0.516129, 0.962264, 0.979167, 0.472222, 0.603448, 0.979167, 0.684211, 0.977778, 0.953125, 0.472222, 
1851.0, 0.792627, 0.516129, 0.962264, 0.979167, 0.472222, 0.603448, 0.979167, 0.673684, 0.977778, 0.953125, 0.472222, 
1857.0, 0.788018, 0.516129, 0.962264, 0.979167, 0.472222, 0.586207, 0.979167, 0.663158, 0.977778, 0.953125, 0.472222, 
2006.0, 0.783410, 0.483871, 0.962264, 0.979167, 0.444444, 0.568966, 0.979167, 0.652632, 0.977778, 0.953125, 0.444444, 
2010.0, 0.778802, 0.451613, 0.962264, 0.979167, 0.444444, 0.568966, 0.979167, 0.642105, 0.977778, 0.953125, 0.444444, 
2099.0, 0.774194, 0.419355, 0.962264, 0.979167, 0.416667, 0.551724, 0.979167, 0.631579, 0.977778, 0.953125, 0.416667, 
2121.0, 0.769585, 0.419355, 0.962264, 0.979167, 0.416667, 0.551724, 0.979167, 0.631579, 0.977778, 0.953125, 0.416667, 
2223.0, 0.760369, 0.419355, 0.943396, 0.958333, 0.388889, 0.534483, 0.958333, 0.621053, 0.955556, 0.937500, 0.388889, 
2236.0, 0.755760, 0.419355, 0.943396, 0.958333, 0.388889, 0.534483, 0.958333, 0.621053, 0.955556, 0.921875, 0.388889, 
2345.0, 0.751152, 0.387097, 0.943396, 0.958333, 0.388889, 0.534483, 0.958333, 0.610526, 0.955556, 0.921875, 0.388889, 
2400.0, 0.746544, 0.387097, 0.943396, 0.958333, 0.388889, 0.517241, 0.958333, 0.600000, 0.955556, 0.921875, 0.388889, 
2403.0, 0.741935, 0.387097, 0.943396, 0.958333, 0.388889, 0.517241, 0.958333, 0.600000, 0.955556, 0.906250, 0.388889, 
2422.0, 0.737327, 0.354839, 0.943396, 0.958333, 0.361111, 0.500000, 0.958333, 0.589474, 0.955556, 0.906250, 0.361111, 
2434.0, 0.732719, 0.354839, 0.943396, 0.958333, 0.361111, 0.500000, 0.958333, 0.578947, 0.955556, 0.906250, 0.361111, 
2435.0, 0.723502, 0.354839, 0.943396, 0.958333, 0.361111, 0.500000, 0.958333, 0.568421, 0.955556, 0.890625, 0.361111, 
2466.0, 0.718894, 0.354839, 0.943396, 0.958333, 0.361111, 0.500000, 0.958333, 0.568421, 0.955556, 0.890625, 0.361111, 
2587.0, 0.714286, 0.354839, 0.943396, 0.958333, 0.361111, 0.482759, 0.958333, 0.557895, 0.955556, 0.890625, 0.361111, 
2678.0, 0.709677, 0.354839, 0.943396, 0.958333, 0.361111, 0.482759, 0.958333, 0.557895, 0.955556, 0.890625, 0.361111, 
2815.0, 0.705069, 0.322581, 0.943396, 0.958333, 0.361111, 0.482759, 0.958333, 0.547368, 0.955556, 0.890625, 0.361111, 
2833.0, 0.700461, 0.322581, 0.943396, 0.958333, 0.361111, 0.482759, 0.958333, 0.547368, 0.955556, 0.890625, 0.361111, 
2860.0, 0.695853, 0.322581, 0.943396, 0.958333, 0.361111, 0.465517, 0.958333, 0.536842, 0.955556, 0.890625, 0.361111, 
2910.0, 0.691244, 0.290323, 0.943396, 0.958333, 0.333333, 0.448276, 0.958333, 0.526316, 0.955556, 0.890625, 0.333333, 
2983.0, 0.686636, 0.290323, 0.943396, 0.958333, 0.333333, 0.431034, 0.958333, 0.515789, 0.955556, 0.890625, 0.333333, 
2989.0, 0.682028, 0.290323, 0.924528, 0.937500, 0.333333, 0.431034, 0.937500, 0.515789, 0.933333, 0.890625, 0.333333, 
3010.0, 0.677419, 0.290323, 0.924528, 0.937500, 0.333333, 0.431034, 0.937500, 0.515789, 0.933333, 0.890625, 0.333333, 
3012.0, 0.668203, 0.258065, 0.924528, 0.937500, 0.305556, 0.413793, 0.937500, 0.505263, 0.933333, 0.890625, 0.305556, 
3014.0, 0.663594, 0.258065, 0.924528, 0.937500, 0.305556, 0.396552, 0.937500, 0.494737, 0.933333, 0.890625, 0.305556, 
3027.0, 0.658986, 0.258065, 0.905660, 0.916667, 0.305556, 0.396552, 0.916667, 0.494737, 0.911111, 0.875000, 0.305556, 
3068.0, 0.654378, 0.258065, 0.905660, 0.916667, 0.305556, 0.379310, 0.916667, 0.484211, 0.911111, 0.875000, 0.305556, 
3167.0, 0.649770, 0.225806, 0.905660, 0.916667, 0.277778, 0.362069, 0.916667, 0.473684, 0.911111, 0.875000, 0.277778, 
3186.0, 0.645161, 0.193548, 0.905660, 0.916667, 0.250000, 0.344828, 0.916667, 0.463158, 0.911111, 0.875000, 0.250000, 
