id,left,right
0,28,21
1,92,21
2,182,21
3,2,21
4,6,21
5,15,21
6,182,21
7,182,21
8,28,21
9,204,21
10,182,21
11,10,21
12,204,21
13,39,21
14,2,21
15,11,21
16,182,21
17,182,21
18,92,21
19,3,21
20,204,21
21,204,21
22,39,21
23,182,21
24,92,21
25,28,21
26,28,21
27,182,21
28,21,21
29,143,32
30,92,21
31,92,21
32,92,21
33,182,21
34,182,21
35,28,21
36,1,21
37,92,21
38,204,21
39,92,21
40,28,21
41,104,31
42,204,21
43,18,21
44,18,21
45,33,21
46,204,21
47,204,21
48,13,21
49,182,21
50,13,21
51,53,21
52,143,32
53,53,21
54,17,21
55,204,21
56,182,21
57,15,21
58,53,21
59,104,32
60,33,21
61,10,21
62,182,21
63,182,21
64,75,32
65,182,21
66,204,21
67,25,32
68,204,21
69,182,21
70,15,21
71,143,32
72,14,21
73,32,32
74,204,21
75,92,21
76,182,21
77,53,21
78,92,21
79,182,21
80,204,21
81,10,21
82,1,21
83,92,21
84,39,21
85,21,21
86,204,21
87,28,21
88,92,21
89,204,21
90,92,21
91,53,21
92,204,21
93,28,21
94,13,21
95,46,32
96,182,21
97,53,21
98,21,21
99,6,21
