attribute,value
pressureInd,"(-inf, 36.36041025584155>"
pressureInd,"(36.36041025584155, 64.43832873091155>"
pressureInd,"(64.43832873091155, 69.41534395693091>"
pressureInd,"(69.41534395693091, 70.10689885096716>"
pressureInd,"(70.10689885096716, 71.99888576756945>"
pressureInd,"(71.99888576756945, 74.7739690758684>"
pressureInd,"(74.7739690758684, 75.58607590209095>"
pressureInd,"(75.58607590209095, 75.66673329804391>"
pressureInd,"(75.66673329804391, 80.6500128679062>"
pressureInd,"(80.6500128679062, 81.0032519754738>"
pressureInd,"(81.0032519754738, 81.0541716611798>"
pressureInd,"(81.0541716611798, 85.6571843398078>"
pressureInd,"(85.6571843398078, 93.6503936174002>"
pressureInd,"(93.6503936174002, 96.13050873403564>"
pressureInd,"(96.13050873403564, 96.15669555812369>"
pressureInd,"(96.15669555812369, 97.51444783240035>"
pressureInd,"(97.51444783240035, 97.9722038912177>"
pressureInd,"(97.9722038912177, 99.8391324691826>"
pressureInd,"(99.8391324691826, 100.320536707545>"
pressureInd,"(100.320536707545, 100.4081976452385>"
pressureInd,"(100.4081976452385, 100.45361065685901>"
pressureInd,"(100.45361065685901, 101.093227697554>"
pressureInd,"(101.093227697554, 101.63070463506651>"
pressureInd,"(101.63070463506651, 103.7221861171135>"
pressureInd,"(103.7221861171135, 103.88611743448149>"
pressureInd,"(103.88611743448149, 103.954077385114>"
pressureInd,"(103.954077385114, 103.998459113635>"
pressureInd,"(103.998459113635, 111.62663873590151>"
pressureInd,"(111.62663873590151, 112.1997619662865>"
pressureInd,"(112.1997619662865, 112.6610709711725>"
pressureInd,"(112.6610709711725, 113.0246143011835>"
pressureInd,"(113.0246143011835, 113.10543555932401>"
pressureInd,"(113.10543555932401, 119.3490005303675>"
pressureInd,"(119.3490005303675, 119.46437193167401>"
pressureInd,"(119.46437193167401, 120.3913869874975>"
pressureInd,"(120.3913869874975, 120.554892501893>"
pressureInd,"(120.554892501893, 127.3191350909755>"
pressureInd,"(127.3191350909755, inf)"
temperatureInd,"(-inf, 51.3588402130156>"
temperatureInd,"(51.3588402130156, 51.782510814085>"
temperatureInd,"(51.782510814085, 52.87983310943035>"
temperatureInd,"(52.87983310943035, 53.66485688728565>"
temperatureInd,"(53.66485688728565, 56.35274373079705>"
temperatureInd,"(56.35274373079705, 63.8819903904823>"
temperatureInd,"(63.8819903904823, 66.6751660078795>"
temperatureInd,"(66.6751660078795, 70.11537079089675>"
temperatureInd,"(70.11537079089675, 72.5754633033565>"
temperatureInd,"(72.5754633033565, 81.04561683096185>"
temperatureInd,"(81.04561683096185, 105.55565923166449>"
temperatureInd,"(105.55565923166449, 105.556761618177>"
temperatureInd,"(105.556761618177, 105.6008044052445>"
temperatureInd,"(105.6008044052445, 105.618995140176>"
temperatureInd,"(105.618995140176, 106.5919562421175>"
temperatureInd,"(106.5919562421175, 115.250563965169>"
temperatureInd,"(115.250563965169, 115.27318007193>"
temperatureInd,"(115.27318007193, 115.4193894436795>"
temperatureInd,"(115.4193894436795, 115.81321503487351>"
temperatureInd,"(115.81321503487351, 121.239179312842>"
temperatureInd,"(121.239179312842, 121.4214186112865>"
temperatureInd,"(121.4214186112865, 121.433159686173>"
temperatureInd,"(121.433159686173, 121.59689315998699>"
temperatureInd,"(121.59689315998699, 123.239014158032>"
temperatureInd,"(123.239014158032, 149.02650638965>"
temperatureInd,"(149.02650638965, 149.89845425583349>"
temperatureInd,"(149.89845425583349, 157.308337684212>"
temperatureInd,"(157.308337684212, inf)"
moistureInd,"(-inf, 76.10889652486571>"
moistureInd,"(76.10889652486571, 80.78482301322924>"
moistureInd,"(80.78482301322924, 80.83963570109145>"
moistureInd,"(80.83963570109145, 81.1156453683692>"
moistureInd,"(81.1156453683692, 82.38520370249506>"
moistureInd,"(82.38520370249506, 87.19978501884755>"
moistureInd,"(87.19978501884755, 87.64618931736689>"
moistureInd,"(87.64618931736689, 88.3154657173461>"
moistureInd,"(88.3154657173461, 88.39143109307935>"
moistureInd,"(88.39143109307935, 88.5303058261661>"
moistureInd,"(88.5303058261661, 89.40919020937511>"
moistureInd,"(89.40919020937511, 89.48423303886864>"
moistureInd,"(89.48423303886864, 91.1172559983236>"
moistureInd,"(91.1172559983236, 92.4554907145469>"
moistureInd,"(92.4554907145469, 95.269705877384>"
moistureInd,"(95.269705877384, 97.3453053125686>"
moistureInd,"(97.3453053125686, 103.242342334336>"
moistureInd,"(103.242342334336, 103.6639528613305>"
moistureInd,"(103.6639528613305, 110.437114814551>"
moistureInd,"(110.437114814551, 110.4918213711035>"
moistureInd,"(110.4918213711035, 110.51294539232549>"
moistureInd,"(110.51294539232549, 110.8539632377035>"
moistureInd,"(110.8539632377035, 112.6370341666235>"
moistureInd,"(112.6370341666235, 112.75250149284>"
moistureInd,"(112.75250149284, 112.91719411861149>"
moistureInd,"(112.91719411861149, 114.1364615871625>"
moistureInd,"(114.1364615871625, 115.26469446434649>"
moistureInd,"(115.26469446434649, 118.1678800769745>"
moistureInd,"(118.1678800769745, 120.357769721007>"
moistureInd,"(120.357769721007, 122.079935857167>"
moistureInd,"(122.079935857167, 126.8068354625275>"
moistureInd,"(126.8068354625275, 127.948822837764>"
moistureInd,"(127.948822837764, inf)"
