id,p
0,0.002112
1,0.000112
2,0.002112
3,0.000049
4,0.000112
5,0.000049
6,0.004037
7,0.000112
8,0.004037
9,0.000112
10,0.000049
11,0.000246
12,0.000112
13,0.000049
14,0.000112
15,0.013333
16,0.004037
17,0.000049
18,0.004037
19,0.002112
20,0.004037
21,0.000112
22,0.013333
23,0.000246
24,0.000049
25,0.004037
26,0.001068
27,0.000112
28,0.000246
29,0.063929
30,0.013333
31,0.000049
32,0.000049
33,0.000246
34,0.000112
35,0.000112
36,0.004037
37,0.000112
38,0.000112
39,0.004037
40,0.002112
41,0.021866
42,0.000246
43,0.002112
44,0.000049
45,0.000522
46,0.004037
47,0.000049
48,0.000112
49,0.013333
50,0.002112
51,0.000246
52,0.006491
53,0.000049
54,0.007460
55,0.000112
56,0.000112
57,0.007460
58,0.000112
59,0.038180
60,0.000112
61,0.007460
62,0.000112
63,0.004037
64,0.012171
65,0.000112
66,0.000246
67,0.006491
68,0.004037
69,0.000049
70,0.000049
71,0.038180
72,0.000112
73,0.012171
74,0.000112
75,0.000049
76,0.000112
77,0.000112
78,0.004037
79,0.000112
80,0.000112
81,0.000049
82,0.000522
83,0.001068
84,0.004037
85,0.000112
86,0.000112
87,0.000112
88,0.000112
89,0.000049
90,0.002112
91,0.000112
92,0.000112
93,0.000112
94,0.013333
95,0.103150
96,0.004037
97,0.000049
98,0.000049
99,0.000112
