time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.982222, 0.909091, 1.000000, 0.955224, 1.000000, 0.988764, 1.000000, 0.960938, 0.994709, 0.970060, 0.994709, 0.975248, 0.989744, 0.994898, 0.948718, 1.000000, 0.969697, 
2.0, 0.964444, 0.878788, 1.000000, 0.940299, 1.000000, 0.932584, 1.000000, 0.914063, 0.989418, 0.928144, 0.989418, 0.940594, 0.984615, 0.989796, 0.897436, 1.000000, 0.878788, 
3.0, 0.957778, 0.787879, 1.000000, 0.895522, 1.000000, 0.898876, 1.000000, 0.890625, 0.989418, 0.910180, 0.989418, 0.925743, 0.984615, 0.989796, 0.846154, 1.000000, 0.848485, 
4.0, 0.953333, 0.787879, 1.000000, 0.895522, 1.000000, 0.898876, 1.000000, 0.890625, 0.989418, 0.904192, 0.989418, 0.920792, 0.984615, 0.989796, 0.820513, 0.994118, 0.848485, 
5.0, 0.948889, 0.787879, 1.000000, 0.880597, 1.000000, 0.876404, 1.000000, 0.875000, 0.989418, 0.892216, 0.989418, 0.910891, 0.984615, 0.989796, 0.820513, 0.994118, 0.848485, 
6.0, 0.937778, 0.727273, 1.000000, 0.835821, 1.000000, 0.842697, 1.000000, 0.843750, 0.989418, 0.868263, 0.989418, 0.891089, 0.984615, 0.989796, 0.769231, 0.988235, 0.757576, 
7.0, 0.924444, 0.636364, 1.000000, 0.791045, 1.000000, 0.808989, 1.000000, 0.812500, 0.989418, 0.838323, 0.989418, 0.866337, 0.979487, 0.989796, 0.717949, 0.982353, 0.757576, 
10.0, 0.917778, 0.636364, 1.000000, 0.776119, 1.000000, 0.786517, 1.000000, 0.789063, 0.989418, 0.820359, 0.989418, 0.851485, 0.979487, 0.989796, 0.717949, 0.976471, 0.757576, 
11.0, 0.911111, 0.606061, 1.000000, 0.746269, 1.000000, 0.764045, 1.000000, 0.773438, 0.989418, 0.808383, 0.989418, 0.841584, 0.979487, 0.989796, 0.692308, 0.970588, 0.727273, 
14.0, 0.906667, 0.575758, 1.000000, 0.716418, 1.000000, 0.741573, 1.000000, 0.757813, 0.989418, 0.796407, 0.989418, 0.831683, 0.979487, 0.989796, 0.641026, 0.970588, 0.696970, 
