attribute,value
SHO,"(-inf, 0.5>"
SHO,"(0.5, inf)"
CPK,"(-inf, 33.0>"
CPK,"(33.0, 34.0>"
CPK,"(34.0, 38.0>"
CPK,"(38.0, 92.0>"
CPK,"(92.0, 100.0>"
CPK,"(100.0, 152.0>"
CPK,"(152.0, 195.5>"
CPK,"(195.5, 198.0>"
CPK,"(198.0, 496.5>"
CPK,"(496.5, 1446.5>"
CPK,"(1446.5, 3782.0>"
CPK,"(3782.0, 4046.5>"
CPK,"(4046.5, 4115.5>"
CPK,"(4115.5, 4770.5>"
CPK,"(4770.5, 4950.0>"
CPK,"(4950.0, 6252.5>"
CPK,"(6252.5, 7700.0>"
CPK,"(7700.0, inf)"
AGE,"(-inf, 29.0>"
AGE,"(29.0, 35.5>"
AGE,"(35.5, 60.0>"
AGE,"(60.0, 66.5>"
AGE,"(66.5, 67.5>"
AGE,"(67.5, 69.5>"
AGE,"(69.5, 75.5>"
AGE,"(75.5, 78.5>"
AGE,"(78.5, 90.5>"
AGE,"(90.5, 91.5>"
AGE,"(91.5, 94.5>"
AGE,"(94.5, inf)"
CHF,"(-inf, 0.5>"
CHF,"(0.5, inf)"
