id,distance,n_actions
0,0.037618,1
1,0.009404,1
2,0.031471,2
3,0.024319,2
4,0.090909,1
5,0.018611,1
6,0.090909,1
7,0.060606,1
8,0.019672,2
9,0.028213,1
10,0.060606,1
11,0.181818,2
12,0.027664,2
13,0.015738,2
14,0.090909,1
15,0.034405,2
16,0.038458,2
17,0.033776,2
18,0.010972,1
19,0.030303,1
20,0.060606,1
21,0.004702,1
22,0.151515,2
23,0.060606,1
24,0.030258,2
25,0.021117,2
26,0.037618,1
27,0.090909,1
28,0.024916,2
29,0.030303,1
30,0.060606,1
31,0.090909,1
32,0.090909,1
33,0.090909,1
34,0.030177,2
35,0.029403,2
36,0.021072,2
37,0.151515,2
38,0.006270,1
39,0.021162,1
40,0.090909,1
41,0.032915,1
42,0.030784,2
43,0.090909,1
44,0.090909,1
45,0.060606,1
46,0.060606,1
47,0.030303,1
48,0.060606,1
49,0.090909,1
50,0.033699,2
51,0.003135,1
52,0.060606,1
53,0.151515,2
54,0.090909,1
55,0.026264,1
56,0.042677,2
57,0.060606,1
58,0.060606,1
59,0.090909,1
60,0.090909,1
61,0.151515,2
62,0.001567,1
63,0.021944,1
64,0.030303,1
65,0.060606,1
66,0.151515,2
67,0.181818,2
68,0.000000,0
69,0.006270,1
70,0.022115,2
71,0.031570,2
72,0.017241,1
73,0.060606,1
74,0.060606,1
75,0.030303,1
76,0.060606,1
77,0.030303,1
78,0.060606,1
79,0.090909,1
80,0.028213,1
81,0.018173,2
82,0.060606,1
83,0.090909,1
84,0.021420,2
85,0.090909,1
86,0.151515,2
87,0.060606,1
88,0.090909,1
89,0.012539,1
90,0.060606,1
91,0.090909,1
92,0.022820,2
93,0.031160,2
94,0.060606,1
95,0.030963,2
96,0.041322,2
97,0.031310,2
98,0.181818,2
99,0.027475,2
100,0.060606,1
101,0.090909,1
102,0.001567,1
103,0.004702,1
104,0.090909,1
105,0.090909,1
106,0.060606,1
107,0.060606,1
108,0.026610,2
109,0.060606,1
110,0.030620,2
111,0.020447,2
112,0.090909,1
113,0.060606,1
114,0.090909,1
