attribute,value
SHO,"(-inf, 0.5>"
SHO,"(0.5, inf)"
CPK,"(-inf, 33.0>"
CPK,"(33.0, 34.0>"
CPK,"(34.0, 37.5>"
CPK,"(37.5, 38.0>"
CPK,"(38.0, 47.0>"
CPK,"(47.0, 152.0>"
CPK,"(152.0, 195.5>"
CPK,"(195.5, 496.5>"
CPK,"(496.5, 2275.0>"
CPK,"(2275.0, 3017.5>"
CPK,"(3017.5, 4046.5>"
CPK,"(4046.5, 4115.5>"
CPK,"(4115.5, 4270.5>"
CPK,"(4270.5, 4710.5>"
CPK,"(4710.5, 4950.0>"
CPK,"(4950.0, inf)"
AGE,"(-inf, 30.5>"
AGE,"(30.5, 64.5>"
AGE,"(64.5, 66.5>"
AGE,"(66.5, 69.5>"
AGE,"(69.5, 75.5>"
AGE,"(75.5, 76.5>"
AGE,"(76.5, 78.5>"
AGE,"(78.5, 90.5>"
AGE,"(90.5, 91.5>"
AGE,"(91.5, 94.5>"
AGE,"(94.5, inf)"
CHF,"(-inf, 0.5>"
CHF,"(0.5, inf)"
