id,distance,n_actions
0,0.024791,2
1,0.028212,2
2,0.010441,2
3,0.040000,1
4,0.011681,2
5,0.024937,2
6,0.035000,1
7,0.022626,2
8,0.030473,2
9,0.027304,2
10,0.031020,2
11,0.014013,2
12,0.019275,2
13,0.030000,1
14,0.011176,2
15,0.042500,1
16,0.031238,2
17,0.032500,1
18,0.021040,2
19,0.017813,2
20,0.042500,1
21,0.030000,1
22,0.035462,2
23,0.040000,1
24,0.042500,1
25,0.022090,2
26,0.007090,1
27,0.042500,1
28,0.042500,1
29,0.042500,1
30,0.020682,2
31,0.040000,1
32,0.042500,1
33,0.017038,2
34,0.042500,1
35,0.042500,1
36,0.032500,1
37,0.030000,1
38,0.042500,1
39,0.040000,1
40,0.025000,1
41,0.042500,1
42,0.042500,1
43,0.042500,1
44,0.037500,1
45,0.042500,1
46,0.040000,1
47,0.040000,1
48,0.030656,2
49,0.029984,2
50,0.042500,1
51,0.027246,2
52,0.042500,1
53,0.040000,1
54,0.017090,2
55,0.032500,1
56,0.014013,2
57,0.032500,1
58,0.042500,1
59,0.020043,2
60,0.042500,1
61,0.006439,2
62,0.042500,1
63,0.045672,2
64,0.030311,2
65,0.042500,1
66,0.042500,1
67,0.014832,2
68,0.020998,2
