attribute,value
LNDT,"(-inf, 1.2424529999999998>"
LNDT,"(1.2424529999999998, inf)"
BECK,"(-inf, 0.5>"
BECK,"(0.5, 8.2>"
BECK,"(8.2, 11.5>"
BECK,"(11.5, 12.0>"
BECK,"(12.0, 23.5>"
BECK,"(23.5, 36.9>"
BECK,"(36.9, 44.0>"
BECK,"(44.0, 46.0>"
BECK,"(46.0, inf)"
RACE,"(-inf, 0.5>"
RACE,"(0.5, inf)"
FRAC,"(-inf, 0.1277775>"
FRAC,"(0.1277775, 0.3416665>"
FRAC,"(0.3416665, 0.408333>"
FRAC,"(0.408333, 0.65>"
FRAC,"(0.65, 0.7083335>"
FRAC,"(0.7083335, 0.736111>"
FRAC,"(0.736111, 0.7749999999999999>"
FRAC,"(0.7749999999999999, 0.7944445>"
FRAC,"(0.7944445, 0.8388884999999999>"
FRAC,"(0.8388884999999999, inf)"
IV,"(-inf, 1.5>"
IV,"(1.5, inf)"
HC,"(-inf, 3.5>"
HC,"(3.5, inf)"
AGE,"(-inf, 21.5>"
AGE,"(21.5, 43.0>"
AGE,"(43.0, 45.5>"
AGE,"(45.5, inf)"
ND2,"(-inf, 0.3591355>"
ND2,"(0.3591355, 0.3664195>"
ND2,"(0.3664195, inf)"
NDT,"(-inf, 22.5>"
NDT,"(22.5, inf)"
