id,left,right
0,83,33
1,64,88
2,167,88
3,16,33
4,34,88
5,64,88
6,15,88
7,29,33
8,34,88
9,15,88
10,229,108
11,64,88
12,167,88
13,17,88
14,26,33
15,83,33
16,83,33
17,83,33
18,167,88
19,167,88
20,37,47
21,48,22
22,17,88
23,19,33
24,83,33
25,167,88
26,83,33
27,167,88
28,88,34
29,8,88
30,167,88
31,64,88
32,29,108
33,167,88
34,229,108
35,98,47
36,17,88
37,8,88
38,18,33
39,167,88
40,48,22
41,64,88
42,16,33
43,229,108
44,167,88
45,48,108
46,29,108
47,83,33
48,32,47
49,26,33
50,20,33
51,20,33
52,37,47
53,28,47
54,229,108
55,48,108
56,229,108
57,83,33
58,64,88
59,26,33
60,15,88
61,83,33
62,26,33
63,30,108
64,18,88
65,17,88
66,229,108
67,167,88
68,98,47
69,167,88
70,37,47
71,167,88
72,83,33
73,28,34
74,16,33
75,29,33
76,19,88
77,83,33
78,167,88
79,83,33
80,19,88
81,167,88
82,30,108
83,15,88
84,40,48
85,64,88
86,167,88
