id,p
0,0.024495
1,0.615164
2,0.004801
3,0.024495
4,0.130815
5,0.000003
6,0.070236
7,0.000008
8,0.000335
9,0.199870
10,0.000048
11,0.000000
12,0.000001
13,0.096629
14,0.000001
15,0.050239
16,0.050239
17,0.199870
18,0.070236
19,0.000048
20,0.070236
21,0.096629
22,0.096629
23,0.070236
24,0.112658
25,0.199870
26,0.070236
27,0.070236
28,0.096629
29,0.003069
30,0.000113
31,0.000564
32,0.016696
33,0.070236
34,0.016696
35,0.096629
36,0.199870
37,0.035362
38,0.070236
39,0.024495
40,0.003846
41,0.199870
42,0.130815
43,0.199870
44,0.615164
45,0.024495
46,0.096629
47,0.004801
48,0.000000
49,0.000014
50,0.096629
51,0.070236
52,0.070236
53,0.096629
54,0.004801
55,0.004801
56,0.096629
57,0.000006
58,0.615164
59,0.199870
60,0.070236
61,0.003846
62,0.070236
63,0.615164
64,0.024495
65,0.024495
66,0.096629
67,0.000001
68,0.096629
69,0.070236
70,0.096629
71,0.035362
72,0.035362
73,0.035362
74,0.615164
75,0.615164
76,0.199870
77,0.050239
78,0.096629
79,0.096629
80,0.003846
81,0.002439
82,0.199870
83,0.199870
84,0.000000
85,0.615164
86,0.199870
87,0.199870
