id,left,right
0,25,20
1,3,24
2,59,29
3,20,21
4,47,26
5,5,24
6,44,21
7,12,21
8,17,26
9,62,26
10,0,21
11,6,20
12,9,24
13,105,22
14,18,20
15,87,21
16,15,24
17,56,25
18,85,25
19,10,24
20,52,25
21,4,20
22,95,26
23,21,26
24,3,20
25,11,26
26,79,20
27,47,26
28,47,20
29,67,22
30,3,20
31,3,20
32,13,26
33,44,25
34,105,22
35,42,20
36,62,26
37,1,20
38,42,20
39,23,24
40,21,22
41,62,26
42,0,20
43,37,26
44,31,25
45,13,24
46,85,25
47,33,29
48,60,20
49,14,21
50,8,20
51,51,24
52,85,25
53,11,20
54,99,29
55,23,20
56,87,20
57,3,21
58,11,25
59,53,24
60,79,20
61,67,22
62,95,26
63,31,25
64,23,24
65,13,24
66,23,26
67,9,20
68,14,24
69,79,20
70,11,20
71,2,20
72,3,20
73,87,20
74,3,25
75,11,26
76,57,20
77,50,24
78,47,26
79,79,20
80,67,22
81,1,22
82,56,25
83,62,26
84,11,24
85,4,26
86,47,26
87,31,25
