attribute,value
pressureInd,"(-inf, 49.09786607792125>"
pressureInd,"(49.09786607792125, 51.05151778129845>"
pressureInd,"(51.05151778129845, 61.158272237186154>"
pressureInd,"(61.158272237186154, 69.41534395693091>"
pressureInd,"(69.41534395693091, 69.99283319075205>"
pressureInd,"(69.99283319075205, 70.0737438067719>"
pressureInd,"(70.0737438067719, 70.7350788125186>"
pressureInd,"(70.7350788125186, 72.872140837088>"
pressureInd,"(72.872140837088, 75.58607590209095>"
pressureInd,"(75.58607590209095, 79.16093327698005>"
pressureInd,"(79.16093327698005, 85.63518228938595>"
pressureInd,"(85.63518228938595, 85.6571843398078>"
pressureInd,"(85.6571843398078, 85.75557788578615>"
pressureInd,"(85.75557788578615, 90.2126049755918>"
pressureInd,"(90.2126049755918, 90.22545447562746>"
pressureInd,"(90.22545447562746, 96.1232700367672>"
pressureInd,"(96.1232700367672, 96.13050873403564>"
pressureInd,"(96.13050873403564, 96.5095161281179>"
pressureInd,"(96.5095161281179, 98.17205697191295>"
pressureInd,"(98.17205697191295, 98.39551800824295>"
pressureInd,"(98.39551800824295, 101.093227697554>"
pressureInd,"(101.093227697554, 103.7221861171135>"
pressureInd,"(103.7221861171135, 103.79406983272>"
pressureInd,"(103.79406983272, 103.80909890995801>"
pressureInd,"(103.80909890995801, 103.8138399498455>"
pressureInd,"(103.8138399498455, 107.8500746062565>"
pressureInd,"(107.8500746062565, 113.02886983843>"
pressureInd,"(113.02886983843, 113.0573370904355>"
pressureInd,"(113.0573370904355, 113.2528654837435>"
pressureInd,"(113.2528654837435, 119.0534191770775>"
pressureInd,"(119.0534191770775, 126.253442803226>"
pressureInd,"(126.253442803226, 134.00829656915>"
pressureInd,"(134.00829656915, 143.67871042876249>"
pressureInd,"(143.67871042876249, inf)"
temperatureInd,"(-inf, 45.45783315905889>"
temperatureInd,"(45.45783315905889, 51.7669985570107>"
temperatureInd,"(51.7669985570107, 52.8199068607465>"
temperatureInd,"(52.8199068607465, 52.9807920598129>"
temperatureInd,"(52.9807920598129, 55.3190184170754>"
temperatureInd,"(55.3190184170754, 59.3383140409498>"
temperatureInd,"(59.3383140409498, 60.4269962938439>"
temperatureInd,"(60.4269962938439, 61.63827213952665>"
temperatureInd,"(61.63827213952665, 66.6751660078795>"
temperatureInd,"(66.6751660078795, 67.28179048105405>"
temperatureInd,"(67.28179048105405, 70.32836645453236>"
temperatureInd,"(70.32836645453236, 73.3080348930513>"
