id,left,right
0,437,22
1,281,51
2,153,22
3,460,20
4,1011,25
5,1011,25
6,1011,25
7,437,22
8,460,20
9,460,20
10,460,20
11,62,35
12,460,20
13,460,20
14,460,20
15,1011,25
16,1011,25
17,1011,25
18,437,22
19,460,20
20,460,20
21,437,22
22,460,20
23,460,20
24,76,20
25,20,51
26,25,452
27,153,75
28,112,51
29,205,51
30,153,22
31,460,20
32,41,22
33,460,20
34,460,20
35,281,51
36,153,22
37,460,20
38,437,22
39,460,20
40,205,51
41,460,20
42,1011,25
43,1011,25
44,153,75
45,460,20
46,460,20
47,460,20
48,460,20
49,460,20
50,460,20
51,176,20
52,460,20
53,460,20
54,3,75
55,460,20
56,30,20
57,9,27
58,83,20
59,1011,25
60,13,20
61,460,20
62,460,20
63,111,20
64,460,20
65,299,22
66,460,20
67,460,20
68,30,20
69,153,27
70,1011,25
71,460,20
72,460,20
73,460,20
74,32,20
75,67,75
76,281,51
77,205,20
78,180,180
79,460,20
80,130,35
81,460,20
82,281,20
83,281,22
84,460,20
85,460,20
86,460,20
87,1011,25
88,1011,25
89,35,20
90,205,20
91,460,20
92,460,20
93,460,20
94,460,20
95,1011,25
96,385,75
97,460,20
98,460,20
99,460,20
100,26,20
101,19,26
102,26,20
103,30,20
104,460,20
105,1011,25
106,205,51
107,281,51
108,437,22
109,22,22
110,460,20
111,16,35
112,1011,25
113,176,20
114,1011,25
