((pressureInd, (pressureInd, (75.75137737007105, 76.9685706204893>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (85.77574018459964, 88.3594665700556>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((temperatureInd, (temperatureInd, (107.19161837279, 114.8121195910015>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (71.24353895880945, 75.75137737007105>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (132.64084712880202, 135.1602647942345>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (120.2851857642065, 130.13944473476448>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (98.98915240822066, 105.556761618177>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (110.171490679743, 113.51963786249101>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (81.22460635932265, 84.4400733872479>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (96.17576993957525, 96.55282418066881>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (38.37019721301645, 61.630872021966056>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (93.6703379127845, 96.17576993957525>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (107.19161837279, 114.8121195910015>) -> (temperatureInd, (84.7832733283098, 86.9261968309857>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (76.9685706204893, 79.14793355363821>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (73.30157329181925, 73.9176488058742>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (120.2851857642065, 130.13944473476448>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (80.7056412039676, 81.10351387448475>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (120.2851857642065, 130.13944473476448>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (89.04752527620535, 93.6703379127845>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (67.99034345958225, 82.11649358006511>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((moistureInd, (moistureInd, (94.99546316086244, 98.6749496994336>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((moistureInd, (moistureInd, (93.7318248461297, 94.8751352364792>) -> (moistureInd, (92.49863061692571, 93.7318248461297>)))
((pressureInd, (pressureInd, (84.4400733872479, 85.55387328822036>) -> (pressureInd, (79.14793355363821, 80.4944944049157>)))
((pressureInd, (pressureInd, (101.21224030583551, 102.446732448369>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((temperatureInd, (temperatureInd, (92.07222311492194, 98.43496603249096>) -> (temperatureInd, (117.9963455457615, 121.834414773084>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (113.51963786249101, 118.5257859734615>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (110.171490679743, 113.51963786249101>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (130.13944473476448, 132.64084712880202>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (110.171490679743, 113.51963786249101>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (132.64084712880202, 135.1602647942345>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (97.78537133990935, 101.093227697554>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (102.446732448369, 110.171490679743>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
((pressureInd, (pressureInd, (96.55282418066881, 97.78537133990935>) -> (pressureInd, (38.37019721301645, 61.630872021966056>)))
