id,p
0,0.004956
1,0.000112
2,0.005655
3,0.000090
4,0.000189
5,0.000763
6,0.014901
7,0.018509
8,0.014901
9,0.204364
10,0.062663
11,0.095582
12,0.000189
13,0.014901
14,0.000000
15,0.008718
16,0.204364
17,0.010411
18,0.000763
19,0.002736
20,0.062663
21,0.204364
22,0.000763
23,0.000189
24,0.002736
25,0.002112
26,0.000000
27,0.004956
28,0.000522
29,0.000000
30,0.002736
31,0.000000
32,0.000156
33,0.002736
34,0.000000
35,0.204364
36,0.095582
37,0.014901
38,0.000000
39,0.002736
40,0.000000
41,0.004956
42,0.000008
43,0.000189
44,0.000000
45,0.001501
46,0.004956
47,0.000763
48,0.062663
49,0.000003
50,0.000000
51,0.000000
52,0.000763
53,0.002736
54,0.002736
55,0.005655
56,0.000345
57,0.062663
58,0.014901
59,0.000763
60,0.002736
61,0.000090
62,0.095582
63,0.000189
64,0.000763
65,0.002736
66,0.005655
67,0.014901
68,0.002736
69,0.000246
70,0.000189
71,0.204364
72,0.148898
73,0.204364
74,0.024746
75,0.204364
76,0.010411
77,0.018509
78,0.001467
79,0.000189
80,0.141751
81,0.311502
82,0.002736
83,0.010411
84,0.000000
85,0.039940
86,0.000000
87,0.000763
88,0.000090
89,0.062663
90,0.010411
91,0.010411
92,0.004956
93,0.004956
94,0.001467
95,0.014901
96,0.000000
97,0.000068
98,0.004037
99,0.000189
