id,distance,n_actions
0,0.053061,2
1,0.047619,1
2,0.002721,1
3,0.047619,1
4,0.006803,1
5,0.019048,1
6,0.025850,1
7,0.025850,1
8,0.071429,2
9,0.095238,2
10,0.071429,2
11,0.024490,1
12,0.047619,1
13,0.009524,1
14,0.077551,2
15,0.028571,1
16,0.047619,1
17,0.027211,1
18,0.047619,1
19,0.009524,1
20,0.021769,1
21,0.028571,1
22,0.023129,1
23,0.020408,1
24,0.024490,1
25,0.025850,1
26,0.012245,1
27,0.057143,2
28,0.021769,1
29,0.069388,2
30,0.008163,1
31,0.021769,1
32,0.047619,1
33,0.023129,1
34,0.071429,2
35,0.095238,2
36,0.010884,1
37,0.012245,1
38,0.071429,2
39,0.047619,1
40,0.025850,1
41,0.024490,1
42,0.019048,1
43,0.009524,1
44,0.027211,1
45,0.031293,1
46,0.019048,1
47,0.006803,1
48,0.024490,1
49,0.058503,2
50,0.009524,1
51,0.058503,2
52,0.025850,1
53,0.020408,1
54,0.027211,1
55,0.028571,1
56,0.002721,1
57,0.009524,1
58,0.028571,1
59,0.073469,2
60,0.019048,1
61,0.071429,2
62,0.028571,1
63,0.023129,1
64,0.020408,1
65,0.001361,1
66,0.028571,1
67,0.095238,2
68,0.095238,2
69,0.017687,1
70,0.005442,1
71,0.071429,2
72,0.023129,1
73,0.071429,2
74,0.025850,1
75,0.008163,1
76,0.020408,1
77,0.027211,1
78,0.024490,1
79,0.023810,1
80,0.027211,1
81,0.070748,2
82,0.071429,2
83,0.014966,1
84,0.017687,1
85,0.023129,1
86,0.095238,2
