id,left,right
0,38,23
1,19,21
2,46,23
3,90,21
4,90,21
5,168,21
6,38,23
7,168,21
8,19,21
9,14,21
10,16,21
11,46,23
12,19,21
13,155,23
14,168,21
15,52,21
16,155,23
17,155,23
18,111,27
19,46,23
20,25,23
21,38,23
22,25,27
23,31,27
24,20,27
25,46,23
26,10,23
27,155,23
28,111,20
29,168,21
30,155,23
31,20,27
32,52,21
33,111,20
34,90,21
35,23,23
36,72,27
37,111,20
38,19,21
39,155,23
40,230,27
41,75,23
42,24,21
43,90,21
44,72,27
45,90,21
46,38,23
47,19,21
48,111,20
49,44,21
50,21,21
51,27,27
52,46,23
53,25,23
54,72,27
55,46,23
56,52,21
57,46,23
58,46,23
59,21,21
60,3,23
61,168,21
62,16,21
63,168,21
64,75,23
65,25,23
66,46,23
67,155,23
68,0,23
69,68,23
70,155,23
71,25,23
72,27,27
73,111,20
74,155,23
75,15,23
76,14,21
77,168,21
78,52,21
79,25,23
80,23,23
81,4,23
82,52,21
83,34,27
84,155,23
85,31,27
86,31,27
