id,left,right
0,65,24
1,33,20
2,58,21
3,65,24
4,3,24
5,101,21
6,19,24
7,4,20
8,2,21
9,2,21
10,101,21
11,101,21
12,0,21
13,33,21
14,43,20
15,5,24
16,65,24
17,3,21
18,7,24
19,49,21
20,16,24
21,1,24
22,0,24
23,1,24
24,13,24
25,33,20
26,97,20
27,19,24
28,33,21
29,97,20
30,38,24
31,101,21
32,0,24
33,43,20
34,7,24
35,6,24
36,30,21
37,43,20
38,9,49
39,7,24
40,1,21
41,57,116
42,126,21
43,49,21
44,13,24
45,58,21
46,14,24
47,49,21
48,17,24
49,14,24
50,1,24
51,2,24
52,101,21
53,49,21
54,49,21
55,80,20
56,101,21
57,19,24
