id,left,right
0,28,20
1,140,28
2,13,23
3,15,28
4,28,20
5,111,23
6,5,23
7,15,23
8,140,28
9,140,28
10,111,23
11,29,23
12,20,28
13,3,20
14,73,28
15,38,23
16,15,23
17,140,28
18,19,20
19,140,28
20,53,20
21,3,20
22,0,28
23,111,23
24,53,28
25,10,20
26,29,23
27,52,258
28,28,20
29,38,23
30,19,28
31,53,20
32,140,28
33,1,20
34,140,28
35,111,23
36,14,20
37,6,23
38,111,23
39,14,20
40,73,28
41,140,28
42,13,23
43,53,20
44,140,28
45,140,28
46,140,28
47,111,23
48,140,28
49,140,28
50,73,28
51,51,23
52,111,23
53,15,23
54,28,20
55,33,20
56,140,28
57,15,20
