time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, 
1.0, 0.999035, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.992188, 1.000000, 0.993939, 1.000000, 0.994536, 1.000000, 0.992424, 1.000000, 0.995726, 1.000000, 1.000000, 1.000000, 0.990196, 1.000000, 0.995370, 1.000000, 0.996124, 1.000000, 0.994118, 1.000000, 0.996942, 1.000000, 0.997812, 1.000000, 0.998004, 1.000000, 1.000000, 0.970588, 1.000000, 0.980769, 
2.0, 0.998068, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.992188, 1.000000, 0.993939, 1.000000, 0.994536, 1.000000, 0.992424, 1.000000, 0.995726, 1.000000, 1.000000, 1.000000, 0.990196, 1.000000, 0.995370, 1.000000, 0.996124, 1.000000, 0.988235, 1.000000, 0.993884, 1.000000, 0.995624, 1.000000, 0.996008, 1.000000, 1.000000, 0.970588, 1.000000, 0.980769, 
3.0, 0.998068, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.992188, 1.000000, 0.993939, 1.000000, 0.994536, 1.000000, 0.992424, 1.000000, 0.995726, 1.000000, 1.000000, 1.000000, 0.990196, 1.000000, 0.995370, 1.000000, 0.996124, 1.000000, 0.988235, 1.000000, 0.993884, 1.000000, 0.995624, 1.000000, 0.996008, 1.000000, 1.000000, 0.970588, 1.000000, 0.980769, 
4.0, 0.998068, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.992188, 1.000000, 0.993939, 1.000000, 0.994536, 1.000000, 0.992424, 1.000000, 0.995726, 1.000000, 1.000000, 1.000000, 0.990196, 1.000000, 0.995370, 1.000000, 0.996124, 1.000000, 0.988235, 1.000000, 0.993884, 1.000000, 0.995624, 1.000000, 0.996008, 1.000000, 1.000000, 0.970588, 1.000000, 0.980769, 
7.0, 0.995158, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.992188, 1.000000, 0.993939, 1.000000, 0.994536, 1.000000, 0.984848, 1.000000, 0.987179, 1.000000, 1.000000, 1.000000, 0.990196, 1.000000, 0.995370, 1.000000, 0.996124, 1.000000, 0.982353, 1.000000, 0.990826, 1.000000, 0.993435, 1.000000, 0.990008, 1.000000, 1.000000, 0.941176, 1.000000, 0.961538, 
9.0, 0.994188, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.984375, 1.000000, 0.987879, 1.000000, 0.989071, 1.000000, 0.984848, 1.000000, 0.987179, 1.000000, 0.986111, 1.000000, 0.980392, 1.000000, 0.990741, 1.000000, 0.992248, 1.000000, 0.982353, 1.000000, 0.987768, 1.000000, 0.991247, 1.000000, 0.988008, 1.000000, 1.000000, 0.941176, 1.000000, 0.961538, 
10.0, 0.994188, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.984375, 1.000000, 0.987879, 1.000000, 0.989071, 1.000000, 0.984848, 1.000000, 0.987179, 1.000000, 0.986111, 1.000000, 0.980392, 1.000000, 0.990741, 1.000000, 0.992248, 1.000000, 0.982353, 1.000000, 0.987768, 1.000000, 0.991247, 1.000000, 0.988008, 1.000000, 1.000000, 0.941176, 1.000000, 0.961538, 
11.0, 0.994188, 0.972222, 1.000000, 0.985294, 1.000000, 0.990000, 1.000000, 0.984375, 1.000000, 0.987879, 1.000000, 0.989071, 1.000000, 0.984848, 1.000000, 0.987179, 1.000000, 0.986111, 1.000000, 0.980392, 1.000000, 0.990741, 1.000000, 0.992248, 1.000000, 0.982353, 1.000000, 0.987768, 1.000000, 0.991247, 1.000000, 0.988008, 1.000000, 1.000000, 0.941176, 1.000000, 0.961538, 
13.0, 0.993216, 0.972222, 0.997625, 0.985294, 0.997802, 0.990000, 0.997802, 0.984375, 0.997802, 0.987879, 0.997802, 0.989071, 0.997859, 0.984848, 0.997840, 0.987179, 0.997859, 0.986111, 0.997763, 0.980392, 0.997840, 0.990741, 0.997840, 0.992248, 0.997763, 0.982353, 0.997717, 0.987768, 0.997783, 0.991247, 0.997840, 0.988008, 0.997859, 0.997817, 0.941176, 0.997912, 0.961538, 
14.0, 0.991272, 0.972222, 0.997625, 0.970588, 0.997802, 0.969796, 0.997802, 0.968625, 0.997802, 0.975683, 0.997802, 0.978081, 0.997859, 0.969580, 0.997840, 0.978595, 0.997859, 0.972024, 0.997763, 0.980392, 0.997840, 0.981438, 0.997840, 0.988357, 0.997763, 0.976471, 0.997717, 0.984700, 0.997783, 0.986861, 0.997840, 0.984000, 0.997859, 0.997817, 0.941176, 0.997912, 0.942308, 
15.0, 0.990301, 0.944444, 0.997625, 0.955882, 0.997802, 0.959694, 0.997802, 0.960750, 0.997802, 0.969585, 0.997802, 0.972587, 0.997859, 0.961945, 0.997840, 0.974303, 0.997859, 0.972024, 0.997763, 0.980392, 0.997840, 0.976787, 0.997840, 0.984466, 0.997763, 0.976471, 0.997717, 0.981632, 0.997783, 0.984668, 0.997840, 0.981996, 0.997859, 0.997817, 0.941176, 0.997912, 0.942308, 
16.0, 0.989329, 0.916667, 0.997625, 0.941176, 0.997802, 0.949592, 0.997802, 0.952875, 0.997802, 0.963487, 0.997802, 0.967092, 0.997859, 0.954311, 0.997840, 0.970011, 0.997859, 0.972024, 0.997763, 0.970489, 0.997840, 0.972135, 0.997840, 0.980575, 0.997763, 0.970588, 0.997717, 0.978565, 0.997783, 0.982475, 0.997840, 0.979992, 0.997859, 0.997817, 0.941176, 0.997912, 0.942308, 
17.0, 0.988357, 0.916667, 0.997625, 0.941176, 0.997802, 0.949592, 0.997802, 0.952875, 0.997802, 0.957389, 0.997802, 0.961597, 0.997859, 0.954311, 0.997840, 0.965719, 0.997859, 0.957937, 0.997763, 0.970489, 0.997840, 0.972135, 0.997840, 0.980575, 0.997763, 0.964706, 0.997717, 0.975497, 0.997783, 0.980282, 0.997840, 0.977988, 0.997859, 0.997817, 0.941176, 0.997912, 0.942308, 
18.0, 0.985436, 0.916667, 0.997625, 0.941176, 0.997802, 0.949592, 0.997802, 0.952875, 0.997802, 0.957389, 0.997802, 0.961597, 0.997859, 0.946676, 0.997840, 0.961427, 0.997859, 0.943849, 0.997763, 0.960586, 0.997840, 0.972135, 0.997840, 0.976683, 0.997763, 0.958824, 0.997717, 0.969362, 0.997783, 0.973703, 0.997840, 0.971975, 0.997859, 0.997817, 0.911765, 0.997912, 0.923077, 
19.0, 0.985436, 0.916667, 0.997625, 0.941176, 0.997802, 0.949592, 0.997802, 0.952875, 0.997802, 0.957389, 0.997802, 0.961597, 0.997859, 0.946676, 0.997840, 0.961427, 0.997859, 0.943849, 0.997763, 0.960586, 0.997840, 0.972135, 0.997840, 0.976683, 0.997763, 0.958824, 0.997717, 0.969362, 0.997783, 0.973703, 0.997840, 0.971975, 0.997859, 0.997817, 0.911765, 0.997912, 0.923077, 
20.0, 0.983486, 0.888889, 0.997625, 0.926471, 0.997802, 0.939490, 0.997802, 0.945000, 0.997802, 0.951291, 0.997802, 0.956102, 0.997859, 0.939042, 0.997840, 0.957135, 0.997859, 0.915675, 0.997763, 0.950683, 0.997840, 0.967484, 0.997840, 0.968901, 0.997763, 0.952941, 0.997717, 0.966294, 0.997783, 0.969317, 0.997840, 0.967967, 0.997859, 0.997817, 0.882353, 0.997912, 0.903846, 
24.0, 0.982511, 0.888889, 0.997625, 0.926471, 0.997802, 0.939490, 0.997802, 0.945000, 0.997802, 0.951291, 0.997802, 0.956102, 0.997859, 0.939042, 0.997840, 0.957135, 0.997859, 0.915675, 0.997763, 0.950683, 0.997840, 0.962833, 0.997840, 0.965010, 0.997763, 0.952941, 0.997717, 0.963227, 0.997783, 0.967124, 0.997840, 0.965963, 0.997859, 0.997817, 0.882353, 0.997912, 0.903846, 
