time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
107.0, 0.996390, 1.000000, 0.994764, 1.000000, 0.994764, 0.981818, 1.000000, 0.989474, 1.000000, 1.000000, 0.984375, 1.000000, 1.000000, 0.984127, 1.000000, 0.992308, 1.000000, 
292.0, 0.996390, 1.000000, 0.994764, 1.000000, 0.994764, 0.981818, 1.000000, 0.989474, 1.000000, 1.000000, 0.984375, 1.000000, 1.000000, 0.984127, 1.000000, 0.992308, 1.000000, 
438.0, 0.996390, 1.000000, 0.994764, 1.000000, 0.994764, 0.981818, 1.000000, 0.989474, 1.000000, 1.000000, 0.984375, 1.000000, 1.000000, 0.984127, 1.000000, 0.992308, 1.000000, 
482.0, 0.996390, 1.000000, 0.994764, 1.000000, 0.994764, 0.981818, 1.000000, 0.989474, 1.000000, 1.000000, 0.984375, 1.000000, 1.000000, 0.984127, 1.000000, 0.992308, 1.000000, 
750.0, 0.996390, 1.000000, 0.994764, 1.000000, 0.994764, 0.981818, 1.000000, 0.989474, 1.000000, 1.000000, 0.984375, 1.000000, 1.000000, 0.984127, 1.000000, 0.992308, 1.000000, 
832.0, 0.992727, 1.000000, 0.989416, 1.000000, 0.989416, 0.963636, 1.000000, 0.978719, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 0.984127, 1.000000, 0.984369, 1.000000, 
911.0, 0.992727, 1.000000, 0.989416, 1.000000, 0.989416, 0.963636, 1.000000, 0.978719, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 0.984127, 1.000000, 0.984369, 1.000000, 
919.0, 0.992727, 1.000000, 0.989416, 1.000000, 0.989416, 0.963636, 1.000000, 0.978719, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 0.984127, 1.000000, 0.984369, 1.000000, 
943.0, 0.992727, 1.000000, 0.989416, 1.000000, 0.989416, 0.963636, 1.000000, 0.978719, 1.000000, 1.000000, 0.968750, 1.000000, 1.000000, 0.984127, 1.000000, 0.984369, 1.000000, 
1053.0, 0.989022, 1.000000, 0.989416, 1.000000, 0.989416, 0.963636, 0.994012, 0.978719, 1.000000, 1.000000, 0.968750, 1.000000, 0.983333, 0.967725, 1.000000, 0.976234, 1.000000, 
1059.0, 0.985318, 1.000000, 0.989416, 0.976190, 0.989416, 0.963636, 0.988024, 0.978719, 0.987500, 1.000000, 0.968750, 1.000000, 0.983333, 0.967725, 1.000000, 0.976234, 1.000000, 
1060.0, 0.981614, 0.966667, 0.989416, 0.976190, 0.989416, 0.963636, 0.988024, 0.978719, 0.987500, 1.000000, 0.968750, 1.000000, 0.983333, 0.951323, 1.000000, 0.968099, 1.000000, 
1063.0, 0.977910, 0.966667, 0.983980, 0.976190, 0.983980, 0.963636, 0.982036, 0.978719, 0.987500, 1.000000, 0.968750, 1.000000, 0.983333, 0.951323, 1.000000, 0.959963, 1.000000, 
1064.0, 0.970501, 0.966667, 0.978543, 0.952381, 0.978543, 0.963636, 0.976048, 0.978719, 0.987500, 1.000000, 0.968750, 1.000000, 0.983333, 0.934921, 1.000000, 0.951828, 1.000000, 
1072.0, 0.966797, 0.933333, 0.978543, 0.928571, 0.978543, 0.945105, 0.976048, 0.967844, 0.987500, 1.000000, 0.952869, 1.000000, 0.983333, 0.934921, 1.000000, 0.951828, 1.000000, 
1075.0, 0.963093, 0.900000, 0.978543, 0.928571, 0.978543, 0.926573, 0.976048, 0.956969, 0.987500, 1.000000, 0.936988, 1.000000, 0.966667, 0.918519, 1.000000, 0.943693, 1.000000, 
1175.0, 0.959389, 0.866667, 0.978543, 0.904762, 0.978543, 0.926573, 0.976048, 0.946095, 0.987500, 1.000000, 0.936988, 1.000000, 0.950000, 0.918519, 1.000000, 0.943693, 1.000000, 
1313.0, 0.959389, 0.866667, 0.978543, 0.904762, 0.978543, 0.926573, 0.976048, 0.946095, 0.987500, 1.000000, 0.936988, 1.000000, 0.950000, 0.918519, 1.000000, 0.943693, 1.000000, 
1380.0, 0.959389, 0.866667, 0.978543, 0.904762, 0.978543, 0.926573, 0.976048, 0.946095, 0.987500, 1.000000, 0.936988, 1.000000, 0.950000, 0.918519, 1.000000, 0.943693, 1.000000, 
1645.0, 0.959389, 0.866667, 0.978543, 0.904762, 0.978543, 0.926573, 0.976048, 0.946095, 0.987500, 1.000000, 0.936988, 1.000000, 0.950000, 0.918519, 1.000000, 0.943693, 1.000000, 
1670.0, 0.955641, 0.830556, 0.978543, 0.880309, 0.978543, 0.907270, 0.976048, 0.934832, 0.987500, 1.000000, 0.920256, 1.000000, 0.950000, 0.918519, 1.000000, 0.943693, 1.000000, 
1775.0, 0.951894, 0.794444, 0.978543, 0.855856, 0.978543, 0.907270, 0.976048, 0.923569, 0.987500, 1.000000, 0.920256, 1.000000, 0.933333, 0.918519, 1.000000, 0.943693, 1.000000, 
1788.0, 0.951894, 0.794444, 0.978543, 0.855856, 0.978543, 0.907270, 0.976048, 0.923569, 0.987500, 1.000000, 0.920256, 1.000000, 0.933333, 0.918519, 1.000000, 0.943693, 1.000000, 
1820.0, 0.951894, 0.794444, 0.978543, 0.855856, 0.978543, 0.907270, 0.976048, 0.923569, 0.987500, 1.000000, 0.920256, 1.000000, 0.933333, 0.918519, 1.000000, 0.943693, 1.000000, 
1881.0, 0.951894, 0.794444, 0.978543, 0.855856, 0.978543, 0.907270, 0.976048, 0.923569, 0.987500, 1.000000, 0.920256, 1.000000, 0.933333, 0.918519, 1.000000, 0.943693, 1.000000, 
1948.0, 0.951894, 0.794444, 0.978543, 0.855856, 0.978543, 0.907270, 0.976048, 0.923569, 0.987500, 1.000000, 0.920256, 1.000000, 0.933333, 0.918519, 1.000000, 0.943693, 1.000000, 
1993.0, 0.951894, 0.794444, 0.978543, 0.855856, 0.978543, 0.907270, 0.976048, 0.923569, 0.987500, 1.000000, 0.920256, 1.000000, 0.933333, 0.918519, 1.000000, 0.943693, 1.000000, 
