time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, 
20.0, 0.995726, 1.000000, 1.000000, 0.979167, 1.000000, 0.987179, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
21.0, 0.991453, 1.000000, 0.976744, 0.958333, 1.000000, 0.974359, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
22.0, 0.987179, 1.000000, 0.976744, 0.958333, 0.977273, 0.974359, 0.969697, 0.976744, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
28.0, 0.978632, 1.000000, 0.953488, 0.958333, 0.977273, 0.961538, 0.969697, 0.976744, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
30.0, 0.974359, 1.000000, 0.953488, 0.958333, 0.954545, 0.961538, 0.969697, 0.953488, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
32.0, 0.970085, 1.000000, 0.953488, 0.958333, 0.954545, 0.961538, 0.969697, 0.953488, 1.000000, 1.000000, 1.000000, 0.989011, 1.000000, 
34.0, 0.965812, 1.000000, 0.953488, 0.958333, 0.931818, 0.961538, 0.969697, 0.953488, 1.000000, 0.980392, 1.000000, 0.978022, 1.000000, 
35.0, 0.961538, 1.000000, 0.930233, 0.958333, 0.931818, 0.948718, 0.969697, 0.953488, 1.000000, 0.980392, 1.000000, 0.978022, 1.000000, 
37.0, 0.957265, 1.000000, 0.906977, 0.958333, 0.931818, 0.948718, 0.969697, 0.930233, 1.000000, 0.980392, 1.000000, 0.978022, 1.000000, 
39.0, 0.944444, 1.000000, 0.906977, 0.958333, 0.909091, 0.935897, 0.969697, 0.906977, 1.000000, 0.941176, 1.000000, 0.956044, 1.000000, 
40.0, 0.940171, 1.000000, 0.906977, 0.958333, 0.909091, 0.935897, 0.939394, 0.883721, 1.000000, 0.941176, 1.000000, 0.956044, 1.000000, 
42.0, 0.935897, 1.000000, 0.906977, 0.958333, 0.909091, 0.935897, 0.939394, 0.883721, 1.000000, 0.921569, 1.000000, 0.945055, 1.000000, 
43.0, 0.927350, 1.000000, 0.906977, 0.958333, 0.909091, 0.935897, 0.939394, 0.837209, 1.000000, 0.901961, 1.000000, 0.923077, 1.000000, 
44.0, 0.923077, 1.000000, 0.906977, 0.958333, 0.909091, 0.935897, 0.939394, 0.813953, 1.000000, 0.882353, 1.000000, 0.912088, 1.000000, 
48.0, 0.905983, 1.000000, 0.906977, 0.958333, 0.886364, 0.935897, 0.909091, 0.790698, 1.000000, 0.843137, 1.000000, 0.890110, 1.000000, 
49.0, 0.897436, 1.000000, 0.906977, 0.958333, 0.886364, 0.935897, 0.909091, 0.790698, 1.000000, 0.843137, 1.000000, 0.879121, 1.000000, 
50.0, 0.893162, 1.000000, 0.906977, 0.958333, 0.886364, 0.935897, 0.909091, 0.790698, 1.000000, 0.823529, 1.000000, 0.868132, 1.000000, 
51.0, 0.888889, 1.000000, 0.906977, 0.958333, 0.886364, 0.935897, 0.909091, 0.767442, 1.000000, 0.803922, 1.000000, 0.857143, 1.000000, 
53.0, 0.884615, 1.000000, 0.906977, 0.958333, 0.863636, 0.935897, 0.878788, 0.767442, 1.000000, 0.803922, 1.000000, 0.857143, 1.000000, 
54.0, 0.871795, 1.000000, 0.860465, 0.958333, 0.818182, 0.923077, 0.848485, 0.744186, 1.000000, 0.784314, 0.969697, 0.846154, 0.966667, 
57.0, 0.867521, 1.000000, 0.860465, 0.958333, 0.795455, 0.923077, 0.848485, 0.744186, 1.000000, 0.764706, 0.969697, 0.835165, 0.966667, 
58.0, 0.850427, 1.000000, 0.837209, 0.937500, 0.772727, 0.910256, 0.818182, 0.720930, 0.977778, 0.745098, 0.969697, 0.813187, 0.966667, 
