((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (16.572635, 19.322715000000002>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (0.5, inf)) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((age, (age, (-inf, 69.5>) -> (age, (-inf, 69.5>)) AND (hr, (hr, (35.5, 60.5>) -> (hr, (35.5, 60.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (15.5, 56.5>) -> (diasbp, (103.0, 116.0>)))
((diasbp, (diasbp, (15.5, 56.5>) -> (diasbp, (103.0, 116.0>)))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (29.550220000000003, 35.9917>) -> (bmi, (35.9917, 40.89478>)))
((diasbp, (diasbp, (59.5, 92.5>) -> (diasbp, (103.0, 116.0>)))
((bmi, (bmi, (-inf, 15.384889999999999>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (15.5, 56.5>) -> (diasbp, (103.0, 116.0>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (15.5, 56.5>) -> (diasbp, (103.0, 116.0>)))
((bmi, (bmi, (29.550220000000003, 35.9917>) -> (bmi, (35.9917, 40.89478>)))
((age, (age, (71.5, 73.5>) -> (age, (-inf, 69.5>)) AND (hr, (hr, (143.0, inf)) -> (hr, (35.5, 60.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (19.341929999999998, 23.298195>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (15.5, 56.5>) -> (diasbp, (103.0, 116.0>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((bmi, (bmi, (23.298195, 26.605975>) -> (bmi, (35.9917, 40.89478>)))
((bmi, (bmi, (29.550220000000003, 35.9917>) -> (bmi, (35.9917, 40.89478>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
