id,distance,n_actions
0,0.076923,1
1,0.076923,1
2,0.076923,1
3,0.076923,1
4,0.037888,1
5,0.034598,1
6,0.046025,1
7,0.000000,0
8,0.037383,1
9,0.076923,1
10,0.033557,1
11,0.076923,1
12,0.076923,1
13,0.076923,1
14,0.011331,2
15,0.076923,1
16,0.076923,1
17,0.039051,1
18,0.076923,1
19,0.041934,1
20,0.031784,1
21,0.034401,1
22,0.019052,1
23,0.016827,1
24,0.055168,1
25,0.076923,1
26,0.076923,1
27,0.030182,1
28,0.076923,1
29,0.037088,1
30,0.034808,1
31,0.076923,1
32,0.076923,1
33,0.076923,1
34,0.076923,1
35,0.039263,1
36,0.015640,1
37,0.061420,2
38,0.076923,1
39,0.076923,1
40,0.040692,1
41,0.076923,1
42,0.076923,1
43,0.028579,1
44,0.076923,1
45,0.076923,1
46,0.076923,1
47,0.030761,1
48,0.018237,1
49,0.076923,1
