attribute,value
SensorMeasure6,"(-inf, 5.715>"
SensorMeasure6,"(5.715, inf)"
SensorMeasure4,"(-inf, 1127.825>"
SensorMeasure4,"(1127.825, 1128.01>"
SensorMeasure4,"(1128.01, 1128.17>"
SensorMeasure4,"(1128.17, 1133.23>"
SensorMeasure4,"(1133.23, 1298.145>"
SensorMeasure4,"(1298.145, inf)"
SensorMeasure13,"(-inf, 2028.315>"
SensorMeasure13,"(2028.315, 2388.1400000000003>"
SensorMeasure13,"(2388.1400000000003, 2388.175>"
SensorMeasure13,"(2388.175, inf)"
SensorMeasure21,"(-inf, 6.26025>"
SensorMeasure21,"(6.26025, 6.280749999999999>"
SensorMeasure21,"(6.280749999999999, 14.703>"
SensorMeasure21,"(14.703, inf)"
SensorMeasure20,"(-inf, 10.565000000000001>"
SensorMeasure20,"(10.565000000000001, 14.915>"
SensorMeasure20,"(14.915, 14.95>"
SensorMeasure20,"(14.95, 15.01>"
SensorMeasure20,"(15.01, 24.485>"
SensorMeasure20,"(24.485, 24.490000000000002>"
SensorMeasure20,"(24.490000000000002, 38.89>"
SensorMeasure20,"(38.89, inf)"
SensorMeasure15,"(-inf, 9.210149999999999>"
SensorMeasure15,"(9.210149999999999, 9.259899999999998>"
SensorMeasure15,"(9.259899999999998, 9.26385>"
SensorMeasure15,"(9.26385, 9.38875>"
SensorMeasure15,"(9.38875, inf)"
SensorMeasure14,"(-inf, 8064.925>"
SensorMeasure14,"(8064.925, 8096.264999999999>"
SensorMeasure14,"(8096.264999999999, 8131.74>"
SensorMeasure14,"(8131.74, 8147.375>"
SensorMeasure14,"(8147.375, inf)"
SensorMeasure9,"(-inf, 8321.385>"
SensorMeasure9,"(8321.385, 8337.744999999999>"
SensorMeasure9,"(8337.744999999999, inf)"
SensorMeasure7,"(-inf, 138.01999999999998>"
SensorMeasure7,"(138.01999999999998, 335.4>"
SensorMeasure7,"(335.4, inf)"
SensorMeasure2,"(-inf, 549.235>"
SensorMeasure2,"(549.235, 642.78>"
SensorMeasure2,"(642.78, 642.9100000000001>"
SensorMeasure2,"(642.9100000000001, inf)"
OpSet1,"(-inf, 5e-05>"
OpSet1,"(5e-05, 25.00775>"
OpSet1,"(25.00775, inf)"
SensorMeasure3,"(-inf, 1372.3899999999999>"
SensorMeasure3,"(1372.3899999999999, 1594.615>"
SensorMeasure3,"(1594.615, inf)"
