id,p
0,0.000000
1,0.000000
2,0.000011
3,0.000011
4,0.000000
5,0.000011
6,0.000005
7,0.000000
8,0.000000
9,0.000011
10,0.000001
11,0.000000
12,0.000003
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000011
19,0.000000
20,0.000000
21,0.000000
22,0.000001
23,0.000000
24,0.000000
25,0.072703
26,0.000003
27,0.000000
28,0.000000
29,0.000000
30,0.000001
31,0.000024
32,0.000075
33,0.000599
34,0.000001
35,0.000219
36,0.011210
37,0.000000
38,0.000000
39,0.000001
40,0.000000
41,0.000000
42,0.000000
43,0.000001
44,0.000000
45,0.000052
46,0.000000
47,0.000000
48,0.000000
49,0.000003
50,0.000000
51,0.000024
52,0.000000
53,0.000024
54,0.000000
55,0.000005
56,0.000000
