id,left,right
0,32,20
1,97,21
2,59,20
3,127,20
4,32,20
5,4,20
6,45,21
7,7,21
8,127,20
9,59,20
10,4,21
11,1,21
12,4,21
13,131,21
14,131,21
15,131,21
16,35,25
17,131,21
18,59,20
19,18,26
20,131,21
21,3,21
22,13,20
23,131,21
24,12,20
25,0,20
26,45,21
27,8,26
28,68,21
29,0,20
30,13,20
31,23,21
32,23,20
33,18,21
34,7,20
35,8,20
36,26,20
37,18,26
38,7,20
39,23,26
40,35,25
41,97,21
42,3,20
43,39,20
44,68,21
45,18,21
46,131,21
47,131,21
48,131,21
49,45,21
50,131,21
51,59,20
52,131,21
53,97,21
54,7,21
55,131,21
56,68,21
