id,left,right
0,16,27
1,112,21
2,34,27
3,132,20
4,16,27
5,5,21
6,112,21
7,79,21
8,21,21
9,86,20
10,79,21
11,120,20
12,120,20
13,127,22
14,7,21
15,7,27
16,79,21
17,79,21
18,127,22
19,79,21
20,16,27
21,79,21
22,16,27
23,98,27
24,16,27
25,86,20
26,38,20
27,1,20
28,7,27
29,112,21
30,79,21
31,63,27
32,120,20
33,120,20
34,112,21
35,86,20
36,112,21
37,25,27
38,57,20
39,79,21
40,29,21
41,112,21
42,7,27
43,34,27
44,112,21
45,16,27
46,27,20
47,90,22
48,27,20
49,7,27
50,4,20
51,90,22
52,120,20
53,127,22
54,4,22
55,29,22
56,34,27
