attribute,value
age,"(-inf, 15.66>"
age,"(15.66, 16.3>"
age,"(16.3, 18.625>"
age,"(18.625, 20.055>"
age,"(20.055, 28.03>"
age,"(28.03, 29.595>"
age,"(29.595, 29.795>"
age,"(29.795, 32.945>"
age,"(32.945, 33.760000000000005>"
age,"(33.760000000000005, 34.870000000000005>"
age,"(34.870000000000005, 36.085>"
age,"(36.085, 36.315>"
age,"(36.315, 36.54>"
age,"(36.54, 36.925>"
age,"(36.925, 38.43>"
age,"(38.43, 41.975>"
age,"(41.975, 44.525>"
age,"(44.525, 48.644999999999996>"
age,"(48.644999999999996, 53.31>"
age,"(53.31, 53.995000000000005>"
age,"(53.995000000000005, 54.5>"
age,"(54.5, inf)"
medwidsi,{N}
trtgiven,{RT}
extranod,{N}
sex,{F}
