time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
10.0, 0.994595, 0.966667, 1.000000, 0.983333, 1.000000, 1.000000, 0.970588, 0.982456, 1.000000, 
30.0, 0.989189, 0.966667, 1.000000, 0.983333, 0.990099, 0.985915, 0.970588, 0.982456, 1.000000, 
35.0, 0.989189, 0.966667, 1.000000, 0.983333, 0.990099, 0.985915, 0.970588, 0.982456, 1.000000, 
185.0, 0.983754, 0.933333, 1.000000, 0.966667, 0.990099, 0.985915, 0.941176, 0.982456, 1.000000, 
204.0, 0.978319, 0.933333, 1.000000, 0.950000, 0.990099, 0.985915, 0.941176, 0.982456, 0.986667, 
210.0, 0.972884, 0.900000, 1.000000, 0.933333, 0.990099, 0.985915, 0.911765, 0.964912, 0.986667, 
232.0, 0.962014, 0.900000, 1.000000, 0.900000, 0.990099, 0.985915, 0.882353, 0.964912, 0.973333, 
295.0, 0.956579, 0.866667, 1.000000, 0.883333, 0.990099, 0.985915, 0.852941, 0.964912, 0.973333, 
355.0, 0.951143, 0.866667, 1.000000, 0.883333, 0.990099, 0.985915, 0.852941, 0.947368, 0.973333, 
386.0, 0.945708, 0.833333, 1.000000, 0.866667, 0.990099, 0.985915, 0.823529, 0.929825, 0.973333, 
426.0, 0.940273, 0.800000, 1.000000, 0.850000, 0.990099, 0.985915, 0.794118, 0.912281, 0.973333, 
469.0, 0.934838, 0.800000, 1.000000, 0.833333, 0.990099, 0.985915, 0.794118, 0.912281, 0.960000, 
493.0, 0.929403, 0.766667, 1.000000, 0.816667, 0.990099, 0.985915, 0.764706, 0.894737, 0.960000, 
529.0, 0.923968, 0.766667, 1.000000, 0.800000, 0.990099, 0.985915, 0.764706, 0.894737, 0.946667, 
621.0, 0.918533, 0.733333, 1.000000, 0.783333, 0.990099, 0.985915, 0.735294, 0.877193, 0.946667, 
629.0, 0.913098, 0.700000, 1.000000, 0.766667, 0.990099, 0.985915, 0.705882, 0.859649, 0.946667, 
659.0, 0.907663, 0.666667, 1.000000, 0.750000, 0.990099, 0.985915, 0.676471, 0.859649, 0.946667, 
