id,p
0,0.000683
1,0.000000
2,0.002966
3,0.000000
4,0.000003
5,0.000078
6,0.000000
7,0.000732
8,0.018509
9,0.000007
10,0.000000
11,0.000000
12,0.000000
13,0.001501
14,0.000000
15,0.000001
16,0.000003
17,0.000003
18,0.000166
19,0.000016
20,0.000000
21,0.000007
22,0.004037
23,0.000078
24,0.000007
25,0.000035
26,0.000003
27,0.000078
28,0.000166
29,0.000000
30,0.000166
31,0.005655
32,0.000000
33,0.000003
34,0.000000
35,0.427879
36,0.000007
37,0.000078
38,0.018509
39,0.000000
40,0.000003
41,0.000000
42,0.000016
43,0.000016
44,0.000000
45,0.000001
46,0.000003
47,0.000000
48,0.000003
49,0.000000
50,0.001501
51,0.000003
52,0.000000
53,0.000000
54,0.000078
55,0.000035
56,0.000016
57,0.000001
58,0.031786
59,0.000078
60,0.000000
61,0.000003
62,0.000166
63,0.000166
64,0.000078
65,0.000078
66,0.000001
67,0.000166
68,0.000003
69,0.000166
70,0.000000
71,0.000000
72,0.000341
73,0.000003
74,0.000002
75,0.000000
76,0.004037
77,0.000003
78,0.000078
79,0.002966
80,0.000001
81,0.000683
82,0.000000
83,0.000000
84,0.000000
85,0.000000
86,0.000000
87,0.000078
88,0.000000
89,0.000007
90,0.000003
91,0.000016
92,0.000003
93,0.000035
94,0.000007
95,0.000000
96,0.000078
97,0.000000
98,0.000078
99,0.000000
