id,left,right
0,102,46
1,120,46
2,88,42
3,50,46
4,28,42
5,28,46
6,102,46
7,168,53
8,99,24
9,94,46
10,10,46
11,88,42
12,120,46
13,28,42
14,120,46
15,40,45
16,359,22
17,88,42
18,200,53
19,102,46
20,13,42
21,200,53
22,46,46
23,3,42
24,28,42
25,120,46
26,359,22
27,140,20
28,168,53
29,391,20
30,1,42
31,4,42
32,28,46
33,144,53
34,51,24
35,168,53
36,44,20
37,88,42
38,88,42
39,94,46
40,116,24
41,120,46
42,24,20
43,120,46
44,168,53
45,102,46
46,359,22
47,359,22
48,200,53
49,144,53
50,75,46
51,28,42
52,140,20
53,391,20
54,120,46
55,3,42
56,120,46
57,396,21
58,359,22
59,102,46
60,133,53
61,359,22
62,37,46
63,120,46
64,122,22
65,120,46
66,94,46
67,99,24
68,64,43
69,88,42
70,37,42
71,66,46
72,88,42
73,116,24
74,122,22
75,359,22
76,37,46
77,58,46
78,102,46
79,157,48
80,70,22
81,70,22
82,47,20
83,102,46
84,51,24
85,359,22
86,102,46
87,24,20
88,44,20
89,51,24
90,102,46
91,138,22
92,133,53
93,359,22
94,47,20
95,140,20
96,120,46
97,359,22
98,94,46
99,47,20
100,161,23
101,94,46
102,47,20
