id,left,right
0,10,30
1,3,24
2,113,31
3,101,31
4,113,31
5,75,31
6,113,31
7,75,31
8,3,30
9,13,24
10,60,30
11,113,31
12,113,31
13,113,31
14,113,31
15,165,31
16,11,24
17,113,31
18,34,31
19,4,24
20,165,31
21,113,31
22,75,31
23,101,31
24,165,31
25,7,24
26,165,31
27,165,31
28,165,31
29,165,31
30,4,30
31,101,31
32,165,31
33,113,31
34,165,31
35,165,31
36,113,31
37,113,31
38,165,31
39,101,31
40,19,31
41,165,31
42,165,31
43,165,31
44,76,31
45,165,31
46,101,31
47,101,31
48,47,30
49,18,24
50,165,31
51,3,30
52,165,31
53,101,31
54,11,24
55,113,31
56,113,31
57,113,31
58,165,31
59,2,30
60,165,31
61,101,31
62,165,31
63,4,24
64,18,24
65,165,31
66,165,31
67,113,31
68,75,31
