id,distance,n_actions
0,0.033423,2
1,0.021839,1
2,0.041007,2
3,0.049233,2
4,0.044438,2
5,0.036376,2
6,0.036331,2
7,0.022693,2
8,0.036244,2
9,0.043736,2
10,0.005378,1
11,0.032393,2
12,0.029164,2
13,0.030771,2
14,0.042462,2
15,0.004719,1
16,0.041297,2
17,0.031496,2
18,0.038489,2
19,0.031490,2
20,0.022339,2
21,0.016133,1
22,0.056491,2
23,0.034821,2
24,0.044415,2
25,0.012182,1
26,0.050026,2
27,0.049997,2
28,0.042945,2
29,0.038583,2
30,0.047578,2
31,0.038041,2
32,0.045308,2
33,0.030746,2
34,0.035662,2
35,0.039975,2
36,0.017230,1
37,0.029439,2
38,0.030433,2
39,0.027182,1
40,0.035114,2
41,0.030436,2
