id,p
0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000003
5,0.002736
6,0.000000
7,0.002736
8,0.000003
9,0.000189
10,0.000000
11,0.000003
12,0.000000
13,0.000000
14,0.000189
15,0.000003
16,0.000189
17,0.000000
18,0.000000
19,0.000189
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.002736
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.002736
32,0.000000
33,0.000000
34,0.000000
35,0.000003
36,0.000003
37,0.000003
38,0.000000
39,0.024746
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000003
45,0.000000
46,0.000000
47,0.000000
