id,left,right
0,33,42
1,14,42
2,45,22
3,41,28
4,68,42
5,43,28
6,68,42
7,45,22
8,22,42
9,19,42
10,33,42
11,42,42
12,15,42
13,8,42
14,28,42
15,42,42
16,2,42
17,19,42
18,19,42
19,10,43
20,14,42
21,28,42
22,19,42
23,9,42
24,28,42
25,26,42
26,68,42
27,25,29
28,15,42
29,8,42
30,15,42
31,9,42
32,42,42
33,42,42
34,17,42
35,66,30
36,19,42
37,4,42
38,11,42
39,10,43
40,27,42
41,26,42
42,22,42
43,30,29
44,61,53
45,5,43
46,26,42
47,19,42
48,92,27
49,45,22
50,92,27
51,27,43
52,28,42
53,42,42
54,84,36
55,16,42
56,22,42
57,103,22
58,43,28
59,29,43
60,42,42
61,27,28
62,19,24
63,22,42
64,30,29
65,9,29
66,47,27
67,19,42
68,89,84
69,113,28
70,19,42
71,33,42
72,45,22
73,26,42
74,92,27
75,47,27
76,106,46
77,37,29
78,14,42
79,24,42
80,24,42
81,15,42
82,68,42
83,66,42
84,47,27
85,37,29
86,29,43
87,113,28
88,47,27
89,24,42
90,103,22
91,68,42
92,36,29
93,66,42
94,68,42
95,15,42
96,103,22
97,103,22
98,61,53
99,113,28
100,113,28
101,103,22
102,45,22
103,16,42
