attribute,value
cd4,"(-inf, 0.5>"
cd4,"(0.5, 1.0>"
cd4,"(1.0, 2.25>"
cd4,"(2.25, 2.5>"
cd4,"(2.5, 3.75>"
cd4,"(3.75, 11.75>"
cd4,"(11.75, 18.75>"
cd4,"(18.75, 19.25>"
cd4,"(19.25, 23.25>"
cd4,"(23.25, 23.75>"
cd4,"(23.75, 57.25>"
cd4,"(57.25, 58.25>"
cd4,"(58.25, 71.25>"
cd4,"(71.25, 76.75>"
cd4,"(76.75, 78.25>"
cd4,"(78.25, 85.75>"
cd4,"(85.75, inf)"
priorzdv,"(-inf, 4.5>"
priorzdv,"(4.5, 5.5>"
priorzdv,"(5.5, 6.5>"
priorzdv,"(6.5, 7.5>"
priorzdv,"(7.5, 8.5>"
priorzdv,"(8.5, 11.5>"
priorzdv,"(11.5, 39.5>"
priorzdv,"(39.5, 75.5>"
priorzdv,"(75.5, 89.0>"
priorzdv,"(89.0, 92.0>"
priorzdv,"(92.0, 94.5>"
priorzdv,"(94.5, 96.5>"
priorzdv,"(96.5, 100.5>"
priorzdv,"(100.5, 101.5>"
priorzdv,"(101.5, 107.5>"
priorzdv,"(107.5, 122.5>"
priorzdv,"(122.5, 130.5>"
priorzdv,"(130.5, 154.0>"
priorzdv,"(154.0, inf)"
karnof,"(-inf, 75.0>"
karnof,"(75.0, 85.0>"
karnof,"(85.0, 95.0>"
karnof,"(95.0, inf)"
age,"(-inf, 15.5>"
age,"(15.5, 22.5>"
age,"(22.5, 25.5>"
age,"(25.5, 27.5>"
age,"(27.5, 28.5>"
age,"(28.5, 29.5>"
age,"(29.5, 30.5>"
age,"(30.5, 32.5>"
age,"(32.5, 45.5>"
age,"(45.5, 54.5>"
age,"(54.5, 57.0>"
age,"(57.0, 57.5>"
age,"(57.5, 64.5>"
age,"(64.5, 66.0>"
age,"(66.0, 66.5>"
age,"(66.5, inf)"
hemophil,"(-inf, 0.5>"
hemophil,"(0.5, inf)"
ivdrug,"(-inf, 2.0>"
ivdrug,"(2.0, inf)"
txgrp,"(-inf, 1.5>"
txgrp,"(1.5, 2.5>"
txgrp,"(2.5, 3.0>"
txgrp,"(3.0, inf)"
tx,"(-inf, 0.5>"
tx,"(0.5, inf)"
