id,left,right
0,455,51
1,588,29
2,18,41
3,415,23
4,353,30
5,9,41
6,353,30
7,487,30
8,302,23
9,588,29
10,487,30
11,588,22
12,487,30
13,415,23
14,353,30
15,43,41
16,415,23
17,353,30
18,588,29
19,134,23
20,487,30
21,23,29
22,487,30
23,487,30
24,72,41
25,302,23
26,141,29
27,464,20
28,302,23
29,10,41
30,487,30
31,353,30
32,464,20
33,353,30
34,91,29
35,34,29
36,487,30
37,464,20
38,91,29
39,415,23
40,353,30
41,28,41
42,34,29
43,353,30
44,353,30
45,487,30
46,487,30
47,166,30
48,415,23
49,302,23
50,302,23
51,23,29
52,487,30
53,464,20
54,353,30
55,28,41
56,487,30
57,487,30
58,487,30
59,353,30
60,353,30
61,464,20
62,19,29
63,588,29
64,166,30
65,487,30
66,464,20
67,464,20
68,29,29
69,23,29
70,487,30
71,43,41
72,588,29
73,487,30
74,487,30
75,166,30
76,415,23
77,32,23
78,487,30
79,353,30
80,455,109
81,588,29
82,487,30
83,353,30
84,302,23
85,464,20
86,487,30
87,487,30
88,353,30
89,302,23
90,487,30
91,353,30
92,415,23
93,43,41
94,487,30
95,353,30
96,36,41
97,487,30
98,353,30
99,588,29
100,487,30
101,353,30
102,19,29
103,34,29
104,353,30
105,464,20
106,487,30
107,487,30
108,32,29
109,487,30
110,10,41
111,487,30
112,302,23
113,487,30
114,353,30
