time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
4.0, 0.996132, 0.953488, 1.000000, 0.983051, 1.000000, 0.981308, 1.000000, 0.989583, 1.000000, 0.991150, 1.000000, 0.987805, 1.000000, 0.991489, 1.000000, 1.000000, 0.960000, 
6.0, 0.992263, 0.906977, 1.000000, 0.949153, 1.000000, 0.962617, 1.000000, 0.968750, 1.000000, 0.991150, 1.000000, 0.987805, 1.000000, 0.982979, 1.000000, 1.000000, 0.920000, 
7.0, 0.984526, 0.813953, 1.000000, 0.898305, 1.000000, 0.925234, 1.000000, 0.937500, 1.000000, 0.973451, 1.000000, 0.969512, 1.000000, 0.965957, 1.000000, 1.000000, 0.840000, 
8.0, 0.982592, 0.790698, 1.000000, 0.898305, 1.000000, 0.915888, 1.000000, 0.937500, 1.000000, 0.973451, 1.000000, 0.963415, 1.000000, 0.961702, 1.000000, 1.000000, 0.820000, 
9.0, 0.980658, 0.767442, 1.000000, 0.898305, 1.000000, 0.906542, 1.000000, 0.937500, 1.000000, 0.964602, 1.000000, 0.957317, 1.000000, 0.957447, 1.000000, 1.000000, 0.800000, 
10.0, 0.976789, 0.720930, 1.000000, 0.864407, 1.000000, 0.887850, 1.000000, 0.916667, 1.000000, 0.946903, 1.000000, 0.945122, 1.000000, 0.948936, 1.000000, 1.000000, 0.760000, 
11.0, 0.972921, 0.674419, 1.000000, 0.847458, 1.000000, 0.869159, 1.000000, 0.906250, 1.000000, 0.938053, 1.000000, 0.939024, 1.000000, 0.940426, 1.000000, 1.000000, 0.720000, 
12.0, 0.969052, 0.627907, 1.000000, 0.847458, 1.000000, 0.850467, 1.000000, 0.906250, 1.000000, 0.929204, 1.000000, 0.926829, 1.000000, 0.931915, 1.000000, 1.000000, 0.680000, 
14.0, 0.963250, 0.581395, 1.000000, 0.796610, 1.000000, 0.822430, 1.000000, 0.875000, 1.000000, 0.911504, 1.000000, 0.914634, 1.000000, 0.919149, 1.000000, 1.000000, 0.640000, 
15.0, 0.959381, 0.558140, 1.000000, 0.796610, 1.000000, 0.803738, 1.000000, 0.875000, 1.000000, 0.911504, 1.000000, 0.908537, 1.000000, 0.910638, 1.000000, 1.000000, 0.620000, 
