attribute,value
BECK,"(-inf, 0.5>"
BECK,"(0.5, 6.15>"
BECK,"(6.15, 8.2>"
BECK,"(8.2, 10.5>"
BECK,"(10.5, 12.0>"
BECK,"(12.0, 36.0>"
BECK,"(36.0, 36.9>"
BECK,"(36.9, 37.0>"
BECK,"(37.0, 44.0>"
BECK,"(44.0, 45.9>"
BECK,"(45.9, inf)"
IV3,"(-inf, 0.5>"
IV3,"(0.5, inf)"
HC,"(-inf, 3.5>"
HC,"(3.5, inf)"
FRAC,"(-inf, 0.1277775>"
FRAC,"(0.1277775, 0.3166665>"
FRAC,"(0.3166665, 0.408333>"
FRAC,"(0.408333, 0.4916665>"
FRAC,"(0.4916665, 0.6777774999999999>"
FRAC,"(0.6777774999999999, 0.727778>"
FRAC,"(0.727778, 0.736111>"
FRAC,"(0.736111, 0.7944445>"
FRAC,"(0.7944445, 0.802778>"
FRAC,"(0.802778, 0.836111>"
FRAC,"(0.836111, inf)"
AGE,"(-inf, 21.5>"
AGE,"(21.5, 22.5>"
AGE,"(22.5, 26.0>"
AGE,"(26.0, 41.0>"
AGE,"(41.0, 43.0>"
AGE,"(43.0, 44.0>"
AGE,"(44.0, 44.5>"
AGE,"(44.5, 45.5>"
AGE,"(45.5, inf)"
RACE,"(-inf, 0.5>"
RACE,"(0.5, inf)"
ND2,"(-inf, 0.28203100000000003>"
ND2,"(0.28203100000000003, 0.319341>"
ND2,"(0.319341, inf)"
