id,distance,n_actions
0,0.035301,2
1,0.120997,3
2,0.079995,2
3,0.029777,1
4,0.142030,3
5,0.046185,2
6,0.105282,2
7,0.104648,3
8,0.046733,2
9,0.034408,2
10,0.040815,2
11,0.038721,2
12,0.055063,2
13,0.038353,2
14,0.050445,2
15,0.029954,1
16,0.054000,2
17,0.095533,2
18,0.168026,3
19,0.028723,2
20,0.153374,3
21,0.158809,3
22,0.127378,3
23,0.025211,2
24,0.085644,3
25,0.126315,3
26,0.200402,4
27,0.047619,2
28,0.114213,3
29,0.179546,3
30,0.030663,1
31,0.081896,3
32,0.127378,3
33,0.114144,2
34,0.076096,2
35,0.028181,1
36,0.041511,2
37,0.029787,2
38,0.032983,2
39,0.061858,1
40,0.194730,4
41,0.067766,2
42,0.088030,2
43,0.183977,3
44,0.061444,2
45,0.131986,3
46,0.144866,3
47,0.120997,3
48,0.088385,2
49,0.051180,2
50,0.059140,2
51,0.089094,2
52,0.083662,3
53,0.119816,2
54,0.057781,1
55,0.156564,3
56,0.156387,3
