id,left,right
0,122,22
1,2,24
2,63,20
3,130,20
4,13,24
5,1,22
6,149,22
7,0,22
8,9,26
9,159,28
10,159,28
11,0,22
12,130,20
13,0,22
14,25,22
15,107,22
16,171,26
17,32,22
18,15,24
19,122,22
20,17,24
21,75,24
22,17,24
23,25,22
24,6,22
25,3,24
26,11,24
27,4,24
28,0,22
29,27,24
30,2,24
31,12,22
32,3,24
33,149,22
34,9,24
35,2,24
36,122,22
37,122,22
38,122,22
39,171,26
40,15,24
41,14,20
42,171,26
43,15,24
44,130,20
45,5,24
46,6,24
47,3,24
48,171,26
49,0,22
50,171,26
51,171,26
52,12,22
53,149,22
54,107,22
55,10,24
56,10,24
