attribute,value
SensorMeasure14,"(-inf, 8141.424999999999>"
SensorMeasure14,"(8141.424999999999, 8142.925>"
SensorMeasure14,"(8142.925, inf)"
SensorMeasure3,"(-inf, 1577.92>"
SensorMeasure3,"(1577.92, inf)"
SensorMeasure12,"(-inf, 518.935>"
SensorMeasure12,"(518.935, inf)"
SensorMeasure8,"(-inf, 2388.005>"
SensorMeasure8,"(2388.005, 2388.065>"
SensorMeasure8,"(2388.065, inf)"
SensorMeasure6,"(-inf, 21.605>"
SensorMeasure6,"(21.605, inf)"
SensorMeasure13,"(-inf, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.15>"
SensorMeasure13,"(2388.15, inf)"
SensorMeasure20,"(-inf, 38.695>"
SensorMeasure20,"(38.695, 38.825>"
SensorMeasure20,"(38.825, 39.254999999999995>"
SensorMeasure20,"(39.254999999999995, inf)"
SensorMeasure9,"(-inf, 9035.57>"
SensorMeasure9,"(9035.57, 9041.044999999998>"
SensorMeasure9,"(9041.044999999998, inf)"
