id,left,right
0,212,21
1,46,21
2,18,21
3,1,21
4,18,21
5,215,23
6,480,23
7,46,21
8,413,20
9,149,21
10,149,21
11,42,21
12,149,21
13,9,21
14,480,23
15,149,21
16,53,21
17,2,21
18,68,20
19,46,21
20,246,23
21,249,24
22,149,21
23,249,24
24,306,21
25,139,21
26,498,24
27,210,20
28,480,23
29,166,21
30,24,21
31,480,23
32,4,21
33,139,21
34,338,20
35,34,21
36,18,21
37,338,20
38,139,21
39,498,24
40,47,21
41,249,24
42,1,21
43,338,20
44,6,21
45,42,21
46,18,21
47,42,21
48,165,20
49,11,21
50,338,20
51,149,21
52,46,21
53,9,21
54,77,20
55,15,21
56,166,21
57,109,21
58,139,21
59,47,21
60,166,21
61,15,21
62,47,21
63,166,21
64,47,21
65,8,21
66,47,21
67,19,21
68,5,21
69,149,21
70,18,21
71,18,21
72,338,20
73,53,21
74,19,23
75,18,21
76,64,21
77,338,20
78,210,20
79,139,21
80,27,21
81,42,21
82,5,20
83,249,24
84,18,21
85,5,21
86,139,21
87,42,21
