rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 1, 1, 0, 13.8639, 63.7997, 0.0000, 0.0000, 4.3000, 35.9000, -31.6000
r2, 1, 1, 0, 17.7150, 63.7997, 0.0000, 0.0000, 5.4000, 35.9000, -30.5000
r3, 1, 1, 0, 21.6945, 64.1849, 0.0000, 0.0000, 6.4000, 35.9000, -29.5000
r4, 1, 1, 0, 26.0591, 58.1515, 0.0000, 0.0000, 7.0000, 35.9000, -28.9000
r5, 2, 2, 1, 24.6470, 58.1515, 0.0000, 0.0000, 6.5000, 35.9000, -29.4000
r6, 1, 1, 0, 35.8151, 58.1515, 0.0000, 0.0000, 9.0000, 35.9000, -26.9000
r7, 2, 2, 1, 30.0385, 58.1515, 0.0000, 0.0000, 7.8000, 35.9000, -28.1000
r8, 3, 1, 0, 6.1617, 10.9114, 2.6958, 0.0531, 20.4000, 32.3000, -11.9000
r9, 2, 2, 1, 42.7471, 13.8639, 0.0000, 0.0000, 35.9000, 4.3000, 31.6000
r10, 1, 1, 0, 47.2401, 13.8639, 0.0000, 0.0000, 35.9000, 4.3000, 31.6000
r11, 1, 1, 0, 7.4454, 9.4994, 0.0000, 0.0000, 32.3000, 5.3000, 27.0000
