attribute,value
albumin,"(-inf, 3.1550000000000002>"
albumin,"(3.1550000000000002, 3.1950000000000003>"
albumin,"(3.1950000000000003, 3.295>"
albumin,"(3.295, 3.535>"
albumin,"(3.535, 3.5949999999999998>"
albumin,"(3.5949999999999998, 3.6399999999999997>"
albumin,"(3.6399999999999997, 3.96>"
albumin,"(3.96, 4.04>"
albumin,"(4.04, 4.390000000000001>"
albumin,"(4.390000000000001, inf)"
bili,"(-inf, 1.35>"
bili,"(1.35, 1.75>"
bili,"(1.75, 2.25>"
bili,"(2.25, 2.3499999999999996>"
bili,"(2.3499999999999996, 8.95>"
bili,"(8.95, inf)"
age,"(-inf, 30.569473000000002>"
age,"(30.569473000000002, 38.1574265>"
age,"(38.1574265, 41.379876499999995>"
age,"(41.379876499999995, 42.926762499999995>"
age,"(42.926762499999995, 43.2402465>"
age,"(43.2402465, 65.381246>"
age,"(65.381246, 66.1218345>"
age,"(66.1218345, 71.761807>"
age,"(71.761807, 72.8747435>"
age,"(72.8747435, 76.48186150000001>"
age,"(76.48186150000001, inf)"
protime,"(-inf, 10.350000000000001>"
protime,"(10.350000000000001, 11.25>"
protime,"(11.25, 13.1>"
protime,"(13.1, 15.6>"
protime,"(15.6, inf)"
