id,left,right
0,643,23
1,657,20
2,53,20
3,657,20
4,1,22
5,115,21
6,643,23
7,643,23
8,1,24
9,136,20
10,136,20
11,628,20
12,136,20
13,643,23
14,109,21
15,72,29
16,164,21
17,71,30
18,109,21
19,72,30
20,657,20
21,10,24
22,657,20
23,19,20
24,657,20
25,643,23
26,11,20
27,628,20
28,643,23
29,163,21
30,643,23
31,644,20
32,64,20
33,369,20
34,657,20
35,10,20
36,136,20
37,18,30
38,12,20
39,657,20
40,121,23
41,643,23
42,657,20
43,26,20
44,121,23
45,628,20
46,63,20
47,0,20
48,643,23
49,657,20
50,657,20
51,657,20
52,121,23
53,23,23
54,65,21
55,105,21
56,107,20
57,3,20
58,37,23
59,172,20
60,1,20
61,657,20
62,10,20
63,643,23
64,657,20
65,628,20
66,121,23
67,42,21
68,657,20
69,136,20
70,643,23
71,657,20
72,628,20
73,61,20
74,657,20
75,52,20
76,54,20
77,657,20
78,53,20
79,369,20
80,657,20
81,628,20
82,40,20
83,163,21
84,643,23
85,45,21
86,44,23
87,657,20
