rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 3, 3, 0, 3.3333, 21.3333, 1.2222, 0.0000, 38.0000, 65.0000, -27.0000
r2, 2, 2, 0, 6.6667, 25.4444, 3.6667, 0.0004, 40.0000, 65.0000, -25.0000
r3, 3, 3, 0, 8.8889, 6.6667, 0.0000, 0.0003, 46.0000, 67.0000, -21.0000
r4, 3, 3, 0, 4.6667, 6.3333, 0.0000, 0.0000, 42.0000, 78.0000, -36.0000
r5, 3, 3, 0, 4.6667, 5.8889, 0.0000, 0.0000, 37.0000, 80.0000, -43.0000
r6, 3, 3, 0, 6.0000, 5.8889, 0.0000, 0.0000, 51.0000, 80.0000, -29.0000
r7, 3, 3, 0, 10.6667, 8.2222, 0.0000, 0.0000, 47.0000, 74.0000, -27.0000
r8, 3, 3, 0, 18.0000, 8.4444, 0.0000, 0.0000, 55.0000, 78.0000, -23.0000
r9, 3, 3, 0, 28.4444, 11.2222, 0.0000, 0.0000, 55.0000, 72.0000, -17.0000
r10, 2, 2, 0, 31.7778, 18.0000, 0.0000, 0.0001, 57.0000, 65.0000, -8.0000
r11, 3, 3, 0, 21.1111, 17.1111, 0.0000, 0.0000, 58.0000, 66.0000, -8.0000
r12, 2, 2, 0, 34.0000, 3.7778, 0.0000, 0.0182, 57.0000, 38.0000, 19.0000
r13, 2, 2, 0, 12.7778, 7.8889, 0.4444, 0.0010, 52.0000, 67.0000, -15.0000
r14, 2, 2, 0, 25.6667, 3.3333, 0.0000, 0.0000, 65.0000, 38.0000, 27.0000
r15, 3, 3, 0, 23.5556, 3.3333, 0.0000, 0.0000, 65.0000, 38.0000, 27.0000
r16, 1, 1, 0, 42.2222, 4.0000, 0.0000, 0.0244, 60.0000, 38.0000, 22.0000
r17, 2, 2, 0, 32.2222, 3.4444, 0.0000, 0.0000, 65.0000, 38.0000, 27.0000
r18, 2, 2, 0, 38.2222, 3.7778, 0.0000, 0.0101, 58.0000, 38.0000, 20.0000
r19, 2, 2, 0, 48.6667, 3.8889, 0.0000, 0.0090, 59.0000, 38.0000, 21.0000
