id,left,right
0,16,27
1,112,21
2,94,254
3,6,22
4,16,27
5,5,21
6,112,21
7,79,21
8,8,27
9,79,21
10,79,21
11,65,33
12,112,21
13,127,22
14,1,27
15,7,27
16,79,21
17,90,22
18,112,21
19,79,21
20,16,27
21,79,21
22,33,65
23,98,27
24,45,254
25,79,21
26,7,27
27,1,27
28,7,27
29,112,21
30,63,27
31,63,27
32,112,21
33,112,21
34,112,21
35,27,27
36,112,21
37,25,27
38,90,22
39,79,21
40,29,21
41,127,22
42,9,21
43,34,27
44,112,21
45,45,254
46,29,21
47,167,32
48,189,33
49,7,27
50,112,21
51,3,21
52,112,21
53,112,21
54,3,21
55,29,22
56,57,100
