id,p
0,0.042103
1,0.000683
2,0.000016
3,0.000341
4,0.000003
5,0.000078
6,0.026258
7,0.005377
8,0.000166
9,0.000341
10,0.000035
11,0.000166
12,0.002620
13,0.000166
14,0.001325
15,0.000166
16,0.000683
17,0.000341
18,0.000341
19,0.002494
20,0.015922
21,0.000341
22,0.009386
23,0.026258
24,0.010066
25,0.000016
26,0.005377
27,0.015922
28,0.002494
29,0.000166
30,0.000016
31,0.000341
32,0.000166
33,0.000166
34,0.000166
35,0.000016
36,0.000341
37,0.000166
38,0.000078
39,0.002494
40,0.000341
41,0.000078
42,0.000078
43,0.032987
44,0.026258
45,0.026258
46,0.002494
47,0.005377
48,0.000078
49,0.000166
50,0.002494
51,0.000341
52,0.000341
53,0.004557
54,0.000341
55,0.000003
56,0.000341
57,0.026258
58,0.018584
59,0.000341
60,0.005377
61,0.000007
62,0.015922
63,0.000007
64,0.002494
65,0.000341
66,0.000166
67,0.009386
68,0.001325
69,0.015922
70,0.000166
71,0.000166
72,0.000016
73,0.009386
74,0.000341
75,0.000166
76,0.015922
77,0.000166
78,0.000166
79,0.000078
80,0.000003
81,0.015922
82,0.000078
83,0.000035
84,0.015922
85,0.000341
86,0.000016
87,0.000078
88,0.000078
89,0.015922
90,0.004557
91,0.026258
92,0.015922
93,0.000166
94,0.000341
95,0.002620
96,0.000683
97,0.001325
98,0.015922
99,0.001258
