id,survival_time,survival_status,pressureInd,moistureInd,temperatureInd
0,56.000000,1.000000,92.178854,104.230204,96.517159
1,80.000000,0.000000,72.075938,103.065701,87.271062
2,60.000000,1.000000,96.272254,77.801376,112.196170
3,34.000000,1.000000,97.752899,99.413492,103.756271
4,30.000000,1.000000,87.678801,115.712262,89.792105
5,68.000000,1.000000,94.614174,85.702236,142.827001
6,65.000000,1.000000,96.483303,93.046797,98.316190
7,23.000000,1.000000,105.486158,118.291997,96.028822
8,80.000000,0.000000,99.178235,99.138717,95.492965
9,38.000000,1.000000,97.817844,111.074168,94.942443
10,29.000000,1.000000,67.812251,96.107846,122.371809
11,65.000000,1.000000,86.366111,92.561972,96.667950
12,65.000000,1.000000,76.144654,93.973454,108.944273
13,80.000000,0.000000,103.107263,103.673197,79.504532
14,80.000000,1.000000,88.414079,97.362755,89.319813
15,48.000000,1.000000,84.355049,103.174919,102.399715
16,80.000000,1.000000,79.669255,95.926908,99.735635
17,80.000000,0.000000,86.229109,86.111900,111.842548
18,80.000000,0.000000,84.179420,114.074066,83.627450
19,74.000000,1.000000,100.005923,103.502876,96.876035
20,65.000000,1.000000,115.607560,103.013573,101.616843
21,61.000000,1.000000,97.697189,101.884961,130.135676
22,35.000000,1.000000,101.415623,89.753746,114.909434
23,63.000000,1.000000,102.112775,106.250695,92.315195
24,80.000000,0.000000,129.124338,103.344720,92.846359
25,79.000000,1.000000,109.033036,92.754120,124.760445
26,53.000000,1.000000,107.298069,85.055291,109.841003
27,13.000000,1.000000,72.554084,111.376419,93.541420
28,34.000000,1.000000,95.214649,93.071709,75.845421
29,36.000000,1.000000,91.247132,93.037282,94.458397
30,80.000000,1.000000,81.555377,90.698894,97.026904
31,65.000000,1.000000,69.134595,81.980122,81.033925
32,31.000000,1.000000,132.857478,82.037283,106.719265
33,74.000000,1.000000,54.735331,91.324433,91.424795
34,25.000000,1.000000,84.898646,84.867901,96.556052
35,58.000000,1.000000,94.152287,88.446659,135.744778
