id,distance,n_actions
0,0.071429,2
1,0.008163,1
2,0.073255,3
3,0.095238,2
4,0.103401,3
5,0.012245,1
6,0.047619,1
7,0.071429,2
8,0.071429,2
9,0.047619,1
10,0.047619,1
11,0.047619,1
12,0.095238,2
13,0.095238,2
14,0.029252,2
15,0.062585,3
16,0.068027,2
17,0.005442,1
18,0.053061,2
19,0.045578,2
20,0.047619,1
21,0.071429,2
22,0.047619,1
23,0.029252,2
24,0.002721,1
25,0.095238,2
26,0.048980,2
27,0.047619,1
28,0.095238,2
29,0.008163,1
30,0.047619,1
31,0.006803,1
32,0.006803,1
33,0.006803,1
34,0.047619,1
35,0.002721,1
36,0.095238,2
37,0.054207,3
38,0.030612,2
39,0.024490,1
40,0.047619,1
41,0.095238,2
42,0.047619,1
43,0.047619,1
44,0.047619,1
45,0.047619,1
46,0.016327,1
47,0.075761,3
48,0.047619,1
49,0.007948,2
50,0.009524,1
51,0.047619,1
52,0.005442,1
53,0.009524,1
54,0.036054,2
55,0.047619,1
56,0.095238,2
57,0.044218,2
58,0.017687,1
59,0.054422,2
60,0.075510,3
61,0.047619,1
62,0.012245,1
63,0.082426,3
64,0.095238,2
65,0.071429,2
66,0.071429,2
67,0.082313,3
68,0.036054,2
69,0.047619,1
70,0.047619,1
71,0.068821,3
72,0.071429,2
73,0.010884,1
74,0.031973,2
75,0.006803,1
76,0.050340,2
77,0.047619,1
78,0.012245,1
79,0.047619,1
80,0.047619,1
81,0.047619,1
82,0.078458,3
83,0.017460,2
84,0.082426,3
85,0.006803,1
86,0.054207,3
87,0.047619,1
