((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((AGE, (AGE, (28.5, 66.5>) -> (AGE, (28.5, 66.5>)))
((AGE, (AGE, (74.5, 78.5>) -> (AGE, (28.5, 66.5>)) AND (CPK, (CPK, (998.0, 4115.5>) -> (CPK, (998.0, 4115.5>)))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((AGE, (AGE, (69.5, 74.5>) -> (AGE, (28.5, 66.5>)) AND (CPK, (CPK, (4950.0, 6072.5>) -> (CPK, (998.0, 4115.5>)) AND (CHF, (CHF, (0.5, inf)) -> (CHF, (-inf, 0.5>)))
((AGE, (AGE, (69.5, 74.5>) -> (AGE, (28.5, 66.5>)) AND (CPK, (CPK, (4115.5, 4710.0>) -> (CPK, (512.0, 998.0>)) AND (CHF, (CHF, (0.5, inf)) -> (CHF, (-inf, 0.5>)))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((AGE, (AGE, (74.5, 78.5>) -> (AGE, (28.5, 66.5>)) AND (CPK, (CPK, (998.0, 4115.5>) -> (CPK, (998.0, 4115.5>)))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
((SHO, (SHO, (-inf, 0.5>) -> (SHO, (0.5, inf))))
