id,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,survival_time,survival_status
0,-0.001700,-0.000400,100.000000,518.670000,641.940000,1581.930000,1396.930000,14.620000,21.580000,554.560000,2387.930000,9048.650000,1.300000,47.090000,521.890000,2387.940000,8133.480000,8.376000,0.030000,391.000000,2388.000000,100.000000,39.070000,23.446800,229.000000,0.000000
1,-0.003900,0.000500,100.000000,518.670000,642.470000,1579.870000,1397.780000,14.620000,21.600000,556.910000,2388.010000,9063.440000,1.300000,47.220000,524.400000,2388.010000,8142.230000,8.343500,0.030000,391.000000,2388.000000,100.000000,39.180000,23.473400,229.000000,0.000000
2,-0.002400,0.000000,100.000000,518.670000,642.700000,1590.450000,1414.500000,14.620000,21.610000,552.890000,2388.110000,9049.270000,1.300000,47.550000,521.970000,2388.120000,8134.900000,8.494800,0.030000,394.000000,2388.000000,100.000000,38.940000,23.318600,67.000000,1.000000
3,-0.002100,0.000000,100.000000,518.670000,642.330000,1581.230000,1400.430000,14.620000,21.580000,550.720000,2387.420000,9035.560000,1.300000,47.240000,519.560000,2387.390000,8122.740000,8.419900,0.030000,389.000000,2388.000000,100.000000,38.820000,23.327000,137.000000,1.000000
4,0.000500,-0.000200,100.000000,518.670000,642.260000,1594.990000,1406.570000,14.620000,21.610000,553.860000,2388.080000,9053.620000,1.300000,47.290000,522.040000,2388.080000,8134.370000,8.436600,0.030000,393.000000,2388.000000,100.000000,38.950000,23.231400,63.000000,1.000000
5,-0.000200,0.000400,100.000000,518.670000,642.790000,1592.830000,1411.190000,14.620000,21.610000,553.170000,2388.070000,9040.780000,1.300000,47.480000,521.140000,2388.120000,8125.790000,8.454600,0.030000,393.000000,2388.000000,100.000000,38.980000,23.300900,157.000000,1.000000
6,-0.000300,-0.000500,100.000000,518.670000,642.770000,1584.230000,1400.400000,14.620000,21.610000,554.030000,2388.110000,9055.210000,1.300000,47.390000,521.820000,2388.110000,8138.540000,8.426700,0.030000,392.000000,2388.000000,100.000000,38.820000,23.259500,191.000000,1.000000
7,0.001100,0.000000,100.000000,518.670000,642.480000,1586.200000,1401.980000,14.620000,21.610000,553.930000,2388.070000,9044.170000,1.300000,47.190000,522.300000,2388.060000,8133.200000,8.417900,0.030000,392.000000,2388.000000,100.000000,38.980000,23.387700,130.000000,1.000000
8,0.003100,0.000500,100.000000,518.670000,642.750000,1594.260000,1411.720000,14.620000,21.610000,554.280000,2388.090000,9054.470000,1.300000,47.580000,521.590000,2388.120000,8128.210000,8.434500,0.030000,393.000000,2388.000000,100.000000,38.760000,23.435000,102.000000,1.000000
9,-0.003000,0.000200,100.000000,518.670000,642.490000,1582.790000,1406.390000,14.620000,21.610000,553.330000,2388.060000,9054.010000,1.300000,47.340000,521.490000,2388.090000,8128.420000,8.388800,0.030000,392.000000,2388.000000,100.000000,38.930000,23.354500,145.000000,1.000000
10,0.000400,0.000400,100.000000,518.670000,642.170000,1592.530000,1408.190000,14.620000,21.610000,553.960000,2388.060000,9063.350000,1.300000,47.340000,521.820000,2388.080000,8135.000000,8.417400,0.030000,393.000000,2388.000000,100.000000,38.940000,23.329200,64.000000,1.000000
11,-0.003300,0.000300,100.000000,518.670000,642.720000,1584.480000,1401.360000,14.620000,21.610000,553.840000,2388.120000,9059.070000,1.300000,47.350000,522.020000,2388.070000,8141.530000,8.407900,0.030000,393.000000,2388.000000,100.000000,38.790000,23.284700,168.000000,1.000000
12,0.002100,-0.000400,100.000000,518.670000,642.220000,1577.730000,1389.430000,14.620000,21.580000,554.320000,2387.960000,9046.700000,1.300000,47.050000,521.880000,2387.950000,8135.520000,8.368300,0.030000,391.000000,2388.000000,100.000000,39.210000,23.445400,111.000000,1.000000
13,0.005600,-0.000100,100.000000,518.670000,641.550000,1580.560000,1389.660000,14.620000,21.570000,550.810000,2387.950000,9034.870000,1.300000,46.920000,518.430000,2387.920000,8124.040000,8.435500,0.030000,391.000000,2388.000000,100.000000,38.940000,23.340700,125.000000,1.000000
14,0.002200,0.000100,100.000000,518.670000,641.850000,1580.050000,1400.110000,14.620000,21.590000,555.410000,2387.990000,9060.670000,1.300000,47.140000,522.370000,2388.040000,8140.620000,8.375300,0.030000,389.000000,2388.000000,100.000000,39.080000,23.500500,229.000000,1.000000
15,-0.001400,-0.000400,100.000000,518.670000,642.120000,1579.610000,1386.610000,14.620000,21.580000,552.620000,2387.900000,9038.440000,1.300000,47.020000,520.900000,2387.940000,8134.550000,8.428100,0.030000,391.000000,2388.000000,100.000000,39.000000,23.285200,229.000000,0.000000
16,-0.002100,0.000300,100.000000,518.670000,642.200000,1589.000000,1399.650000,14.620000,21.610000,555.330000,2388.040000,9055.580000,1.300000,47.070000,522.000000,2388.060000,8137.530000,8.412300,0.030000,391.000000,2388.000000,100.000000,38.950000,23.378700,114.000000,1.000000
17,-0.003600,-0.000400,100.000000,518.670000,641.690000,1584.380000,1396.020000,14.620000,21.600000,555.460000,2388.010000,9054.800000,1.300000,47.150000,523.070000,2387.980000,8142.670000,8.375100,0.030000,392.000000,2388.000000,100.000000,39.140000,23.541100,206.000000,1.000000
18,-0.003100,-0.000300,100.000000,518.670000,641.840000,1580.790000,1387.020000,14.620000,21.570000,550.870000,2387.950000,9036.830000,1.300000,46.850000,519.520000,2388.010000,8127.550000,8.405900,0.030000,392.000000,2388.000000,100.000000,38.890000,23.381700,229.000000,0.000000
19,0.001700,0.000100,100.000000,518.670000,641.570000,1583.920000,1394.870000,14.620000,21.610000,554.720000,2387.940000,9049.930000,1.300000,47.090000,522.720000,2388.000000,8141.320000,8.368000,0.030000,391.000000,2388.000000,100.000000,39.010000,23.516200,118.000000,1.000000
20,0.002000,-0.000100,100.000000,518.670000,642.540000,1587.490000,1393.890000,14.620000,21.600000,554.500000,2387.960000,9045.440000,1.300000,47.020000,522.200000,2388.000000,8134.750000,8.388200,0.030000,391.000000,2388.000000,100.000000,39.030000,23.323600,229.000000,0.000000
21,-0.002900,0.000400,100.000000,518.670000,641.810000,1591.020000,1399.860000,14.620000,21.570000,553.940000,2387.980000,9060.120000,1.300000,47.070000,522.460000,2388.020000,8137.060000,8.346700,0.030000,391.000000,2388.000000,100.000000,38.830000,23.360500,229.000000,0.000000
22,0.002300,0.000100,100.000000,518.670000,642.700000,1589.700000,1413.480000,14.620000,21.610000,554.020000,2388.120000,9050.420000,1.300000,47.400000,521.490000,2388.080000,8129.460000,8.459200,0.030000,392.000000,2388.000000,100.000000,38.950000,23.355600,168.000000,1.000000
23,0.001300,-0.000200,100.000000,518.670000,641.970000,1588.210000,1395.700000,14.620000,21.610000,554.110000,2387.980000,9052.060000,1.300000,47.170000,522.240000,2388.020000,8133.950000,8.369300,0.030000,392.000000,2388.000000,100.000000,39.030000,23.387100,129.000000,1.000000
24,-0.000900,0.000200,100.000000,518.670000,642.520000,1585.460000,1395.030000,14.620000,21.600000,557.490000,2388.070000,9060.460000,1.300000,47.430000,524.390000,2388.130000,8143.180000,8.346700,0.030000,391.000000,2388.000000,100.000000,39.110000,23.523300,103.000000,1.000000
25,0.000700,-0.000400,100.000000,518.670000,642.110000,1579.970000,1394.870000,14.620000,21.610000,554.340000,2388.010000,9059.780000,1.300000,47.110000,521.930000,2388.010000,8138.450000,8.361600,0.030000,391.000000,2388.000000,100.000000,38.940000,23.412800,69.000000,1.000000
26,-0.000900,0.000400,100.000000,518.670000,642.420000,1585.280000,1405.760000,14.620000,21.610000,554.170000,2388.090000,9050.190000,1.300000,47.320000,521.540000,2388.030000,8131.930000,8.400400,0.030000,394.000000,2388.000000,100.000000,38.810000,23.387000,88.000000,1.000000
27,-0.001300,-0.000400,100.000000,518.670000,641.760000,1580.070000,1393.400000,14.620000,21.570000,552.540000,2387.940000,9050.620000,1.300000,47.000000,520.320000,2387.920000,8127.040000,8.380300,0.030000,388.000000,2388.000000,100.000000,38.840000,23.416300,229.000000,0.000000
28,0.002200,-0.000100,100.000000,518.670000,642.610000,1583.340000,1401.410000,14.620000,21.610000,555.260000,2388.010000,9062.830000,1.300000,47.200000,522.590000,2388.010000,8145.130000,8.425000,0.030000,392.000000,2388.000000,100.000000,39.000000,23.405300,151.000000,1.000000
29,-0.002500,0.000000,100.000000,518.670000,642.540000,1596.970000,1416.960000,14.620000,21.610000,553.060000,2388.090000,9052.720000,1.300000,47.640000,521.290000,2388.110000,8123.950000,8.426000,0.030000,394.000000,2388.000000,100.000000,38.800000,23.182400,119.000000,1.000000
30,0.001800,0.000200,100.000000,518.670000,641.900000,1581.480000,1402.900000,14.620000,21.610000,554.660000,2388.010000,9060.940000,1.300000,47.240000,522.220000,2387.960000,8134.560000,8.368300,0.030000,391.000000,2388.000000,100.000000,38.990000,23.404200,179.000000,1.000000
31,-0.000600,0.000100,100.000000,518.670000,642.800000,1589.240000,1404.220000,14.620000,21.610000,553.720000,2388.120000,9041.130000,1.300000,47.520000,521.230000,2388.120000,8119.590000,8.424300,0.030000,392.000000,2388.000000,100.000000,39.030000,23.275900,104.000000,1.000000
32,0.001800,0.000000,100.000000,518.670000,642.200000,1583.590000,1398.900000,14.620000,21.590000,554.960000,2388.040000,9057.960000,1.300000,47.200000,522.910000,2388.040000,8133.550000,8.374200,0.030000,391.000000,2388.000000,100.000000,39.190000,23.546600,143.000000,1.000000
33,0.001600,-0.000300,100.000000,518.670000,642.250000,1588.250000,1395.730000,14.620000,21.580000,553.210000,2387.920000,9044.070000,1.300000,47.200000,521.710000,2387.920000,8130.590000,8.380200,0.030000,390.000000,2388.000000,100.000000,39.180000,23.420400,89.000000,1.000000
34,-0.000700,-0.000400,100.000000,518.670000,641.730000,1580.800000,1397.010000,14.620000,21.610000,554.280000,2388.090000,9056.860000,1.300000,47.260000,521.820000,2388.060000,8134.200000,8.395300,0.030000,391.000000,2388.000000,100.000000,39.050000,23.392600,46.000000,1.000000
35,-0.003200,-0.000100,100.000000,518.670000,642.420000,1585.960000,1401.580000,14.620000,21.610000,553.570000,2388.030000,9071.140000,1.300000,47.290000,522.350000,2387.940000,8139.800000,8.443800,0.030000,392.000000,2388.000000,100.000000,39.000000,23.388300,132.000000,1.000000
36,-0.000800,-0.000100,100.000000,518.670000,642.660000,1581.490000,1405.020000,14.620000,21.570000,550.570000,2387.160000,9033.690000,1.300000,47.280000,519.220000,2387.160000,8121.020000,8.452200,0.030000,389.000000,2388.000000,100.000000,38.730000,23.346600,229.000000,0.000000
37,0.000700,-0.000200,100.000000,518.670000,641.560000,1578.110000,1398.020000,14.620000,21.580000,552.270000,2387.890000,9045.320000,1.300000,46.920000,520.990000,2387.910000,8129.920000,8.423400,0.030000,391.000000,2388.000000,100.000000,39.210000,23.282000,229.000000,0.000000
38,0.000000,-0.000300,100.000000,518.670000,642.770000,1588.830000,1407.740000,14.620000,21.610000,552.960000,2388.180000,9046.040000,1.300000,47.420000,521.560000,2388.100000,8126.760000,8.453500,0.030000,395.000000,2388.000000,100.000000,38.870000,23.292400,86.000000,1.000000
39,-0.000900,-0.000300,100.000000,518.670000,641.900000,1579.610000,1391.430000,14.620000,21.580000,553.440000,2387.920000,9050.440000,1.300000,46.890000,521.420000,2387.960000,8126.310000,8.415900,0.030000,390.000000,2388.000000,100.000000,39.030000,23.399000,132.000000,1.000000
40,0.001900,0.000200,100.000000,518.670000,642.420000,1581.350000,1408.900000,14.620000,21.610000,553.470000,2388.140000,9047.980000,1.300000,47.530000,521.330000,2388.120000,8130.970000,8.414600,0.030000,393.000000,2388.000000,100.000000,38.720000,23.364600,145.000000,1.000000
41,-0.004800,-0.000500,100.000000,518.670000,642.490000,1581.530000,1396.000000,14.620000,21.610000,554.580000,2388.040000,9049.060000,1.300000,47.130000,521.900000,2388.030000,8139.320000,8.389500,0.030000,390.000000,2388.000000,100.000000,39.030000,23.402300,87.000000,1.000000
42,0.003200,-0.000200,100.000000,518.670000,641.610000,1588.160000,1393.460000,14.620000,21.580000,552.720000,2387.990000,9052.340000,1.300000,47.060000,521.080000,2387.930000,8129.130000,8.437700,0.030000,390.000000,2388.000000,100.000000,39.020000,23.485500,179.000000,1.000000
43,0.002200,-0.000100,100.000000,518.670000,642.380000,1584.020000,1402.770000,14.620000,21.610000,554.020000,2388.020000,9050.440000,1.300000,47.400000,521.770000,2388.070000,8130.970000,8.379800,0.030000,392.000000,2388.000000,100.000000,38.920000,23.330600,55.000000,1.000000
44,0.002300,0.000200,100.000000,518.670000,642.010000,1593.260000,1399.310000,14.620000,21.610000,553.760000,2388.100000,9060.040000,1.300000,47.570000,521.860000,2388.090000,8134.700000,8.436600,0.030000,393.000000,2388.000000,100.000000,38.890000,23.364500,178.000000,1.000000
45,-0.001000,-0.000400,100.000000,518.670000,642.250000,1573.710000,1402.380000,14.620000,21.580000,551.300000,2387.630000,9033.550000,1.300000,47.230000,518.840000,2387.590000,8122.160000,8.430200,0.030000,391.000000,2388.000000,100.000000,38.770000,23.194100,210.000000,1.000000
46,0.000700,-0.000400,100.000000,518.670000,642.410000,1587.270000,1405.330000,14.620000,21.610000,554.050000,2388.020000,9059.750000,1.300000,47.450000,521.440000,2388.060000,8133.660000,8.442300,0.030000,392.000000,2388.000000,100.000000,38.860000,23.354000,146.000000,1.000000
47,-0.002200,0.000300,100.000000,518.670000,642.470000,1586.350000,1394.570000,14.620000,21.610000,554.500000,2388.040000,9056.970000,1.300000,47.460000,521.740000,2387.950000,8133.830000,8.426400,0.030000,392.000000,2388.000000,100.000000,38.990000,23.367800,117.000000,1.000000
48,0.001900,-0.000300,100.000000,518.670000,642.190000,1581.800000,1402.340000,14.620000,21.610000,554.160000,2388.000000,9065.500000,1.300000,47.300000,522.520000,2388.070000,8153.920000,8.400900,0.030000,393.000000,2388.000000,100.000000,38.990000,23.574700,37.000000,1.000000
49,-0.003500,0.000200,100.000000,518.670000,642.190000,1588.320000,1402.360000,14.620000,21.610000,554.630000,2388.030000,9053.010000,1.300000,47.250000,522.000000,2388.060000,8135.700000,8.433400,0.030000,393.000000,2388.000000,100.000000,38.880000,23.304700,107.000000,1.000000
50,-0.003700,-0.000400,100.000000,518.670000,642.370000,1584.920000,1402.240000,14.620000,21.610000,554.360000,2388.110000,9053.060000,1.300000,47.430000,521.800000,2388.080000,8134.270000,8.421600,0.030000,392.000000,2388.000000,100.000000,38.950000,23.333700,49.000000,1.000000
51,0.001200,0.000200,100.000000,518.670000,642.690000,1589.710000,1401.920000,14.620000,21.610000,554.440000,2388.050000,9049.320000,1.300000,47.270000,521.700000,2388.080000,8127.560000,8.423600,0.030000,392.000000,2388.000000,100.000000,38.900000,23.367100,202.000000,1.000000
52,0.001100,0.000100,100.000000,518.670000,641.770000,1581.120000,1417.910000,14.620000,21.610000,553.220000,2388.110000,9040.960000,1.300000,47.460000,521.640000,2388.100000,8124.820000,8.443400,0.030000,392.000000,2388.000000,100.000000,39.020000,23.334400,161.000000,1.000000
53,-0.000700,-0.000100,100.000000,518.670000,642.410000,1585.530000,1403.980000,14.620000,21.610000,554.150000,2388.060000,9048.470000,1.300000,47.410000,522.710000,2388.070000,8131.140000,8.407400,0.030000,393.000000,2388.000000,100.000000,38.670000,23.379300,157.000000,1.000000
54,0.001700,0.000300,100.000000,518.670000,642.360000,1585.030000,1402.040000,14.620000,21.610000,554.180000,2388.020000,9058.220000,1.300000,47.320000,522.210000,2387.950000,8137.200000,8.377600,0.030000,392.000000,2388.000000,100.000000,38.960000,23.387300,118.000000,1.000000
55,0.001500,-0.000600,100.000000,518.670000,642.960000,1585.060000,1400.440000,14.620000,21.610000,554.240000,2388.070000,9067.560000,1.300000,47.330000,521.970000,2388.090000,8145.040000,8.409700,0.030000,393.000000,2388.000000,100.000000,39.130000,23.418500,148.000000,1.000000
56,-0.005000,0.000300,100.000000,518.670000,642.280000,1589.740000,1404.180000,14.620000,21.610000,554.560000,2388.050000,9064.670000,1.300000,47.390000,521.640000,2388.060000,8138.440000,8.425900,0.030000,393.000000,2388.000000,100.000000,38.840000,23.325400,111.000000,1.000000
57,-0.000700,0.000000,100.000000,518.670000,641.870000,1579.050000,1398.650000,14.620000,21.590000,553.130000,2387.950000,9045.210000,1.300000,46.980000,521.060000,2387.960000,8133.580000,8.417900,0.030000,392.000000,2388.000000,100.000000,38.800000,23.307700,77.000000,1.000000
58,-0.002200,0.000000,100.000000,518.670000,641.360000,1586.470000,1398.450000,14.620000,21.580000,552.490000,2387.910000,9045.940000,1.300000,46.870000,521.200000,2387.950000,8131.410000,8.402800,0.030000,391.000000,2388.000000,100.000000,39.140000,23.414800,223.000000,1.000000
