time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
10.0, 0.994595, 0.966667, 1.000000, 0.983607, 1.000000, 1.000000, 0.973684, 1.000000, 0.980000, 
30.0, 0.989189, 0.966667, 1.000000, 0.983607, 1.000000, 0.981818, 0.973684, 0.988235, 0.980000, 
35.0, 0.989189, 0.966667, 1.000000, 0.983607, 1.000000, 0.981818, 0.973684, 0.988235, 0.980000, 
99.0, 0.983754, 0.966667, 0.989796, 0.983607, 1.000000, 0.981818, 0.973684, 0.988235, 0.980000, 
185.0, 0.978319, 0.933333, 0.989796, 0.967213, 1.000000, 0.981818, 0.947368, 0.988235, 0.960000, 
204.0, 0.972884, 0.933333, 0.989796, 0.950820, 1.000000, 0.981818, 0.947368, 0.988235, 0.960000, 
210.0, 0.967449, 0.900000, 0.989796, 0.934426, 1.000000, 0.981818, 0.921053, 0.988235, 0.940000, 
232.0, 0.956579, 0.866667, 0.989796, 0.901639, 1.000000, 0.981818, 0.894737, 0.988235, 0.920000, 
279.0, 0.951143, 0.833333, 0.989796, 0.885246, 1.000000, 0.981818, 0.868421, 0.988235, 0.900000, 
295.0, 0.945708, 0.833333, 0.989796, 0.868852, 1.000000, 0.981818, 0.842105, 0.988235, 0.880000, 
355.0, 0.940273, 0.833333, 0.989796, 0.868852, 1.000000, 0.981818, 0.842105, 0.976329, 0.880000, 
386.0, 0.934838, 0.800000, 0.989796, 0.852459, 1.000000, 0.981818, 0.842105, 0.976329, 0.860000, 
426.0, 0.929403, 0.766667, 0.989796, 0.836066, 1.000000, 0.981818, 0.815789, 0.976329, 0.840000, 
469.0, 0.923968, 0.766667, 0.989796, 0.819672, 1.000000, 0.981818, 0.815789, 0.976329, 0.840000, 
493.0, 0.918533, 0.733333, 0.989796, 0.803279, 1.000000, 0.981818, 0.789474, 0.976329, 0.820000, 
529.0, 0.913098, 0.700000, 0.989796, 0.786885, 1.000000, 0.981818, 0.763158, 0.976329, 0.800000, 
621.0, 0.907663, 0.666667, 0.989796, 0.770492, 1.000000, 0.981818, 0.736842, 0.976329, 0.780000, 
629.0, 0.902228, 0.633333, 0.989796, 0.754098, 1.000000, 0.981818, 0.710526, 0.976329, 0.760000, 
659.0, 0.896792, 0.600000, 0.989796, 0.737705, 1.000000, 0.981818, 0.684211, 0.976329, 0.740000, 
667.0, 0.891357, 0.566667, 0.989796, 0.721311, 1.000000, 0.981818, 0.657895, 0.976329, 0.720000, 
718.0, 0.885922, 0.566667, 0.989796, 0.704918, 1.000000, 0.981818, 0.657895, 0.976329, 0.720000, 
752.0, 0.880487, 0.533333, 0.989796, 0.688525, 1.000000, 0.981818, 0.657895, 0.976329, 0.720000, 
779.0, 0.875052, 0.500000, 0.989796, 0.672131, 1.000000, 0.981818, 0.631579, 0.976329, 0.700000, 
793.0, 0.869617, 0.466667, 0.989796, 0.655738, 1.000000, 0.981818, 0.605263, 0.976329, 0.680000, 
817.0, 0.864182, 0.466667, 0.979592, 0.655738, 0.988764, 0.981818, 0.605263, 0.964422, 0.680000, 
826.0, 0.858747, 0.433333, 0.979592, 0.639344, 0.988764, 0.981818, 0.578947, 0.964422, 0.660000, 
833.0, 0.853312, 0.433333, 0.979592, 0.622951, 0.988764, 0.981818, 0.578947, 0.964422, 0.660000, 
858.0, 0.847876, 0.433333, 0.969388, 0.622951, 0.977528, 0.981818, 0.578947, 0.964422, 0.660000, 
869.0, 0.842441, 0.433333, 0.959184, 0.622951, 0.966292, 0.981818, 0.578947, 0.964422, 0.640000, 
872.0, 0.837006, 0.433333, 0.959184, 0.622951, 0.966292, 0.981818, 0.578947, 0.952516, 0.640000, 
967.0, 0.831571, 0.400000, 0.959184, 0.606557, 0.966292, 0.981818, 0.552632, 0.952516, 0.620000, 
