id,left,right
0,10,31
1,92,21
2,32,22
3,16,31
4,6,21
5,15,21
6,182,21
7,75,31
8,28,21
9,204,21
10,143,31
11,10,21
12,56,31
13,39,21
14,2,21
15,77,31
16,182,21
17,182,21
18,143,31
19,3,21
20,204,21
21,75,22
22,39,21
23,75,22
24,46,31
25,28,21
26,28,21
27,182,21
28,21,21
29,182,21
30,92,21
31,92,21
32,92,21
33,182,21
34,182,21
35,28,21
36,1,21
37,92,21
38,204,21
39,92,21
40,7,31
41,92,21
42,204,21
43,18,21
44,18,21
45,33,21
46,204,21
47,204,21
48,46,31
49,182,21
50,13,21
51,53,21
52,143,31
53,4,22
54,17,21
55,204,21
56,182,21
57,15,21
58,53,21
59,204,21
60,77,22
61,10,21
62,182,21
63,182,21
64,75,22
65,182,21
66,204,21
67,204,21
68,204,21
69,143,31
70,15,21
71,70,21
72,31,22
73,182,21
74,204,21
75,92,21
76,182,21
77,77,31
78,92,21
79,182,21
80,75,22
81,10,21
82,143,31
83,92,21
84,39,21
85,21,21
86,204,21
87,75,31
88,92,21
89,204,21
90,92,21
91,53,21
92,204,21
93,143,31
94,13,21
95,46,22
96,182,21
97,53,21
98,21,21
99,6,21
