id,p
0,0.001193
1,0.000021
2,0.065651
3,0.004180
4,0.002112
5,0.000112
6,0.000000
7,0.131659
8,0.000049
9,0.000000
10,0.021866
11,0.007460
12,0.021866
13,0.000000
14,0.002112
15,0.493832
16,0.000246
17,0.000112
18,0.007475
19,0.000112
20,0.000000
21,0.065651
22,0.000000
23,0.099564
24,0.021866
25,0.000246
26,0.000000
27,0.000003
28,0.002112
29,0.000246
30,0.002112
31,0.000000
32,0.000000
33,0.000001
34,0.000000
35,0.000003
36,0.000000
37,0.002112
38,0.000000
39,0.000001
40,0.007475
41,0.000112
42,0.000000
43,0.001068
44,0.000000
45,0.000049
46,0.000112
47,0.000000
48,0.087787
49,0.000112
50,0.000049
51,0.000000
52,0.087787
53,0.015922
54,0.000003
55,0.002112
56,0.002112
57,0.000000
58,0.000000
59,0.002112
60,0.065651
61,0.000049
62,0.000000
63,0.000049
64,0.065651
65,0.000000
66,0.000000
67,0.004037
68,0.000000
69,0.021866
70,0.001068
71,0.000522
72,0.065651
73,0.001068
74,0.000000
75,0.000049
76,0.000112
77,0.007475
78,0.148898
79,0.002112
80,0.042103
81,0.000001
82,0.021866
83,0.000000
84,0.000000
85,0.000112
86,0.000000
87,0.007475
88,0.000000
89,0.000000
90,0.000112
91,0.000009
92,0.000003
93,0.087787
94,0.007460
95,0.042103
96,0.000009
97,0.000049
98,0.004037
99,0.000003
