id,left,right
0,22,33
1,221,33
2,221,33
3,43,95
4,33,33
5,114,33
6,68,33
7,168,95
8,33,33
9,33,95
10,35,33
11,44,33
12,168,95
13,44,33
14,14,33
15,168,95
16,221,114
17,47,114
18,114,33
19,221,114
20,110,49
21,43,95
22,14,33
23,168,95
24,68,33
25,168,95
26,168,95
27,221,114
28,221,114
29,110,49
30,221,33
31,68,33
32,114,33
33,68,33
34,221,33
35,33,33
36,14,33
37,114,33
38,47,114
39,44,33
40,114,33
41,221,33
42,57,114
43,221,114
44,31,33
45,68,33
46,114,33
47,68,33
48,221,114
49,35,33
50,57,114
51,221,114
52,221,33
53,57,114
54,33,33
55,33,95
56,68,33
57,221,114
58,114,33
59,221,33
60,221,33
61,57,114
62,168,95
63,33,33
64,14,33
65,22,33
66,22,33
67,68,33
68,23,33
69,33,33
70,33,95
71,221,114
72,114,33
73,23,33
74,31,33
75,221,33
76,31,33
77,2,33
78,22,33
79,5,33
80,110,49
81,221,33
82,68,33
83,114,33
84,221,114
85,47,114
86,168,95
